method,split,morphology,task,seed,episodes,dominant_failure_accuracy,top2_failure_recall,calibration_error,early_warning_lead_time,cross_morphology_generalization_gap,task_success,dominant_failure_rate,safety_violation_rate,intervention_cost,unnecessary_intervention_rate,planning_regret_to_oracle
conformal_risk_shield,combined_failure_stress,arm_gripper,gap_or_step_crossing,0,96,0.312500,0.447917,0.004797,0.527683,0.223680,0.572917,0.302083,0.062500,0.036103,0.000000,0.261851
conformal_risk_shield,combined_failure_stress,arm_gripper,gap_or_step_crossing,1,96,0.322917,0.520833,0.018835,0.534558,0.223680,0.562500,0.322917,0.031250,0.040115,0.000000,0.254514
conformal_risk_shield,combined_failure_stress,arm_gripper,gap_or_step_crossing,2,96,0.239583,0.458333,0.058576,0.521225,0.223680,0.625000,0.281250,0.031250,0.044795,0.000000,0.243036
conformal_risk_shield,combined_failure_stress,arm_gripper,gap_or_step_crossing,3,96,0.250000,0.479167,0.063590,0.523933,0.223680,0.552083,0.375000,0.031250,0.044126,0.000000,0.263546
conformal_risk_shield,combined_failure_stress,arm_gripper,gap_or_step_crossing,4,96,0.260417,0.395833,0.049197,0.518308,0.223680,0.489583,0.385417,0.031250,0.042789,0.000000,0.274053
conformal_risk_shield,combined_failure_stress,arm_gripper,gap_or_step_crossing,5,96,0.312500,0.500000,0.012611,0.531850,0.223680,0.489583,0.406250,0.072917,0.042789,0.000000,0.278910
conformal_risk_shield,combined_failure_stress,arm_gripper,gap_or_step_crossing,6,96,0.208333,0.437500,0.085835,0.516433,0.223680,0.458333,0.468750,0.072917,0.036772,0.000000,0.299796
conformal_risk_shield,combined_failure_stress,arm_gripper,precision_contact_manipulation,0,96,0.322917,0.541667,0.009529,0.536225,0.223680,0.593750,0.281250,0.083333,0.042939,0.000000,0.263299
conformal_risk_shield,combined_failure_stress,arm_gripper,precision_contact_manipulation,1,96,0.312500,0.562500,0.004941,0.536850,0.223680,0.427083,0.406250,0.020833,0.045122,0.000000,0.291799
conformal_risk_shield,combined_failure_stress,arm_gripper,precision_contact_manipulation,2,96,0.343750,0.552083,0.033066,0.539142,0.223680,0.500000,0.364583,0.052083,0.049489,0.000000,0.271592
conformal_risk_shield,combined_failure_stress,arm_gripper,precision_contact_manipulation,3,96,0.270833,0.458333,0.019230,0.524350,0.223680,0.510417,0.354167,0.052083,0.038572,0.000000,0.283415
conformal_risk_shield,combined_failure_stress,arm_gripper,precision_contact_manipulation,4,96,0.322917,0.500000,0.011525,0.532892,0.223680,0.541667,0.364583,0.072917,0.050944,0.000000,0.269502
conformal_risk_shield,combined_failure_stress,arm_gripper,precision_contact_manipulation,5,96,0.343750,0.583333,0.043776,0.541642,0.223680,0.562500,0.291667,0.052083,0.050217,0.000000,0.253077
conformal_risk_shield,combined_failure_stress,arm_gripper,precision_contact_manipulation,6,96,0.208333,0.416667,0.093880,0.514767,0.223680,0.510417,0.395833,0.104167,0.045850,0.000000,0.294995
conformal_risk_shield,combined_failure_stress,arm_gripper,disturbance_recovery,0,96,0.343750,0.510417,0.036119,0.535808,0.223680,0.552083,0.343750,0.031250,0.043095,0.000000,0.254475
conformal_risk_shield,combined_failure_stress,arm_gripper,disturbance_recovery,1,96,0.364583,0.500000,0.058988,0.537058,0.223680,0.552083,0.302083,0.072917,0.043738,0.000000,0.258251
conformal_risk_shield,combined_failure_stress,arm_gripper,disturbance_recovery,2,96,0.270833,0.541667,0.025716,0.531017,0.223680,0.541667,0.375000,0.093750,0.039879,0.000000,0.281665
conformal_risk_shield,combined_failure_stress,arm_gripper,disturbance_recovery,3,96,0.291667,0.468750,0.015824,0.527267,0.223680,0.552083,0.302083,0.052083,0.034090,0.000000,0.264381
conformal_risk_shield,combined_failure_stress,arm_gripper,disturbance_recovery,4,96,0.270833,0.427083,0.031640,0.521850,0.223680,0.458333,0.395833,0.072917,0.039236,0.000000,0.283409
conformal_risk_shield,combined_failure_stress,arm_gripper,disturbance_recovery,5,96,0.322917,0.468750,0.017419,0.530392,0.223680,0.583333,0.270833,0.020833,0.037306,0.000000,0.251726
conformal_risk_shield,combined_failure_stress,arm_gripper,disturbance_recovery,6,96,0.270833,0.416667,0.045635,0.521017,0.223680,0.552083,0.333333,0.041667,0.036020,0.000000,0.267759
conformal_risk_shield,combined_failure_stress,aerial_manipulator,tight_turn_navigation,0,96,0.270833,0.479167,0.031107,0.474377,0.255600,0.500000,0.364583,0.083333,0.047092,0.000000,0.271766
conformal_risk_shield,combined_failure_stress,aerial_manipulator,tight_turn_navigation,1,96,0.270833,0.458333,0.024317,0.472710,0.255600,0.562500,0.343750,0.052083,0.041469,0.000000,0.264789
conformal_risk_shield,combined_failure_stress,aerial_manipulator,tight_turn_navigation,2,96,0.322917,0.479167,0.036345,0.479585,0.255600,0.541667,0.302083,0.093750,0.040063,0.000000,0.264649
conformal_risk_shield,combined_failure_stress,aerial_manipulator,tight_turn_navigation,3,96,0.229167,0.468750,0.071878,0.469377,0.255600,0.520833,0.364583,0.125000,0.042875,0.000000,0.280592
conformal_risk_shield,combined_failure_stress,aerial_manipulator,tight_turn_navigation,4,96,0.218750,0.437500,0.065569,0.465835,0.255600,0.510417,0.385417,0.062500,0.045686,0.000000,0.276025
conformal_risk_shield,combined_failure_stress,aerial_manipulator,tight_turn_navigation,5,96,0.208333,0.427083,0.082654,0.463960,0.255600,0.552083,0.343750,0.041667,0.037955,0.000000,0.265527
conformal_risk_shield,combined_failure_stress,aerial_manipulator,tight_turn_navigation,6,96,0.270833,0.541667,0.024787,0.479377,0.255600,0.520833,0.385417,0.062500,0.042875,0.000000,0.271973
conformal_risk_shield,combined_failure_stress,aerial_manipulator,payload_transport,0,96,0.250000,0.458333,0.054155,0.470627,0.255600,0.562500,0.343750,0.072917,0.044632,0.000000,0.274018
conformal_risk_shield,combined_failure_stress,aerial_manipulator,payload_transport,1,96,0.333333,0.447917,0.031684,0.478127,0.255600,0.593750,0.343750,0.031250,0.044632,0.000000,0.263631
conformal_risk_shield,combined_failure_stress,aerial_manipulator,payload_transport,2,96,0.239583,0.489583,0.066130,0.472085,0.255600,0.604167,0.291667,0.062500,0.040694,0.000000,0.263061
conformal_risk_shield,combined_failure_stress,aerial_manipulator,payload_transport,3,96,0.302083,0.520833,0.005321,0.480835,0.255600,0.468750,0.395833,0.114583,0.037412,0.000000,0.301114
conformal_risk_shield,combined_failure_stress,aerial_manipulator,payload_transport,4,96,0.291667,0.468750,0.004483,0.475627,0.255600,0.572917,0.312500,0.093750,0.040038,0.000000,0.274326
conformal_risk_shield,combined_failure_stress,aerial_manipulator,payload_transport,5,96,0.229167,0.427083,0.067727,0.466043,0.255600,0.510417,0.385417,0.083333,0.037412,0.000000,0.295018
conformal_risk_shield,combined_failure_stress,aerial_manipulator,payload_transport,6,96,0.281250,0.520833,0.004009,0.478752,0.255600,0.541667,0.312500,0.104167,0.044632,0.000000,0.269637
conformal_risk_shield,combined_failure_stress,aerial_manipulator,gap_or_step_crossing,0,96,0.250000,0.447917,0.047650,0.469793,0.255600,0.427083,0.416667,0.072917,0.045137,0.000000,0.295756
conformal_risk_shield,combined_failure_stress,aerial_manipulator,gap_or_step_crossing,1,96,0.197917,0.458333,0.099048,0.465418,0.255600,0.531250,0.395833,0.072917,0.041665,0.000000,0.285700
conformal_risk_shield,combined_failure_stress,aerial_manipulator,gap_or_step_crossing,2,96,0.312500,0.520833,0.018953,0.481877,0.255600,0.656250,0.239583,0.041667,0.040276,0.000000,0.249065
conformal_risk_shield,combined_failure_stress,aerial_manipulator,gap_or_step_crossing,3,96,0.125000,0.375000,0.169703,0.451460,0.255600,0.552083,0.406250,0.093750,0.047220,0.000000,0.289227
conformal_risk_shield,combined_failure_stress,aerial_manipulator,gap_or_step_crossing,4,96,0.343750,0.572917,0.047323,0.489168,0.255600,0.500000,0.333333,0.062500,0.047914,0.000000,0.265295
conformal_risk_shield,combined_failure_stress,aerial_manipulator,gap_or_step_crossing,5,96,0.322917,0.468750,0.020968,0.478752,0.255600,0.572917,0.312500,0.072917,0.043054,0.000000,0.264326
conformal_risk_shield,combined_failure_stress,aerial_manipulator,gap_or_step_crossing,6,96,0.302083,0.500000,0.004815,0.479168,0.255600,0.479167,0.354167,0.083333,0.044442,0.000000,0.281458
conformal_risk_shield,combined_failure_stress,aerial_manipulator,precision_contact_manipulation,0,96,0.260417,0.468750,0.036470,0.472502,0.255600,0.510417,0.343750,0.072917,0.045216,0.000000,0.289775
conformal_risk_shield,combined_failure_stress,aerial_manipulator,precision_contact_manipulation,1,96,0.312500,0.479167,0.017266,0.478543,0.255600,0.572917,0.281250,0.041667,0.044463,0.000000,0.268214
conformal_risk_shield,combined_failure_stress,aerial_manipulator,precision_contact_manipulation,2,96,0.208333,0.375000,0.088744,0.459793,0.255600,0.468750,0.427083,0.093750,0.048984,0.000000,0.306205
conformal_risk_shield,combined_failure_stress,aerial_manipulator,precision_contact_manipulation,3,96,0.302083,0.500000,0.002656,0.479168,0.255600,0.593750,0.291667,0.083333,0.042956,0.000000,0.275438
conformal_risk_shield,combined_failure_stress,aerial_manipulator,precision_contact_manipulation,4,96,0.239583,0.500000,0.040935,0.472918,0.255600,0.552083,0.312500,0.041667,0.044463,0.000000,0.274274
conformal_risk_shield,combined_failure_stress,aerial_manipulator,precision_contact_manipulation,5,96,0.208333,0.333333,0.092873,0.456460,0.255600,0.562500,0.375000,0.062500,0.051245,0.000000,0.289037
conformal_risk_shield,combined_failure_stress,aerial_manipulator,precision_contact_manipulation,6,96,0.281250,0.489583,0.009337,0.476252,0.255600,0.510417,0.343750,0.062500,0.051245,0.000000,0.281191
conformal_risk_shield,combined_failure_stress,aerial_manipulator,disturbance_recovery,0,96,0.208333,0.416667,0.080311,0.463127,0.255600,0.531250,0.364583,0.083333,0.043488,0.000000,0.292438
conformal_risk_shield,combined_failure_stress,aerial_manipulator,disturbance_recovery,1,96,0.291667,0.447917,0.010757,0.473960,0.255600,0.489583,0.354167,0.104167,0.045495,0.000000,0.291333
conformal_risk_shield,combined_failure_stress,aerial_manipulator,disturbance_recovery,2,96,0.260417,0.437500,0.037715,0.470002,0.255600,0.572917,0.312500,0.052083,0.042819,0.000000,0.277976
conformal_risk_shield,combined_failure_stress,aerial_manipulator,disturbance_recovery,3,96,0.177083,0.406250,0.112508,0.459168,0.255600,0.510417,0.395833,0.104167,0.044826,0.000000,0.297599
conformal_risk_shield,combined_failure_stress,aerial_manipulator,disturbance_recovery,4,96,0.250000,0.416667,0.043281,0.467293,0.255600,0.520833,0.375000,0.083333,0.046164,0.000000,0.292318
conformal_risk_shield,combined_failure_stress,aerial_manipulator,disturbance_recovery,5,96,0.239583,0.375000,0.043194,0.462918,0.255600,0.583333,0.333333,0.041667,0.040812,0.000000,0.280965
conformal_risk_shield,combined_failure_stress,aerial_manipulator,disturbance_recovery,6,96,0.260417,0.447917,0.031541,0.470835,0.255600,0.479167,0.416667,0.072917,0.039474,0.000000,0.304714
conformal_risk_shield,combined_failure_stress,underwater_vehicle,tight_turn_navigation,0,96,0.291667,0.489583,0.014678,0.473753,0.249720,0.531250,0.364583,0.072917,0.038457,0.000000,0.267400
conformal_risk_shield,combined_failure_stress,underwater_vehicle,tight_turn_navigation,1,96,0.291667,0.458333,0.003208,0.471253,0.249720,0.604167,0.281250,0.020833,0.043950,0.000000,0.239323
conformal_risk_shield,combined_failure_stress,underwater_vehicle,tight_turn_navigation,2,96,0.302083,0.520833,0.010881,0.477295,0.249720,0.531250,0.343750,0.062500,0.046011,0.000000,0.257441
conformal_risk_shield,combined_failure_stress,underwater_vehicle,tight_turn_navigation,3,96,0.312500,0.510417,0.017862,0.477503,0.249720,0.562500,0.322917,0.072917,0.042577,0.000000,0.254687
conformal_risk_shield,combined_failure_stress,underwater_vehicle,tight_turn_navigation,4,96,0.281250,0.479167,0.012901,0.471878,0.249720,0.520833,0.375000,0.031250,0.038457,0.000000,0.269295
conformal_risk_shield,combined_failure_stress,underwater_vehicle,tight_turn_navigation,5,96,0.281250,0.458333,0.014607,0.470212,0.249720,0.604167,0.260417,0.072917,0.041203,0.000000,0.248528
conformal_risk_shield,combined_failure_stress,underwater_vehicle,tight_turn_navigation,6,96,0.218750,0.458333,0.078315,0.463962,0.249720,0.552083,0.375000,0.041667,0.043950,0.000000,0.259981
conformal_risk_shield,combined_failure_stress,underwater_vehicle,payload_transport,0,96,0.218750,0.354167,0.079284,0.455628,0.249720,0.427083,0.447917,0.062500,0.038413,0.000000,0.298313
conformal_risk_shield,combined_failure_stress,underwater_vehicle,payload_transport,1,96,0.260417,0.416667,0.040098,0.464795,0.249720,0.531250,0.364583,0.062500,0.039053,0.000000,0.274432
conformal_risk_shield,combined_failure_stress,underwater_vehicle,payload_transport,2,96,0.312500,0.500000,0.016410,0.476670,0.249720,0.479167,0.343750,0.062500,0.038413,0.000000,0.274332
conformal_risk_shield,combined_failure_stress,underwater_vehicle,payload_transport,3,96,0.322917,0.447917,0.029948,0.473545,0.249720,0.416667,0.479167,0.062500,0.039053,0.000000,0.294754
conformal_risk_shield,combined_failure_stress,underwater_vehicle,payload_transport,4,96,0.270833,0.479167,0.024582,0.470837,0.249720,0.479167,0.375000,0.072917,0.042254,0.000000,0.273222
conformal_risk_shield,combined_failure_stress,underwater_vehicle,payload_transport,5,96,0.270833,0.427083,0.020896,0.466670,0.249720,0.562500,0.322917,0.031250,0.039053,0.000000,0.257065
conformal_risk_shield,combined_failure_stress,underwater_vehicle,payload_transport,6,96,0.239583,0.437500,0.052068,0.464378,0.249720,0.510417,0.406250,0.041667,0.040974,0.000000,0.274632
conformal_risk_shield,combined_failure_stress,underwater_vehicle,gap_or_step_crossing,0,96,0.270833,0.406250,0.008617,0.465003,0.249720,0.562500,0.333333,0.062500,0.038661,0.000000,0.264319
conformal_risk_shield,combined_failure_stress,underwater_vehicle,gap_or_step_crossing,1,96,0.322917,0.458333,0.029777,0.474378,0.249720,0.500000,0.354167,0.083333,0.039340,0.000000,0.276101
conformal_risk_shield,combined_failure_stress,underwater_vehicle,gap_or_step_crossing,2,96,0.260417,0.468750,0.029683,0.468962,0.249720,0.468750,0.385417,0.093750,0.043409,0.000000,0.290377
conformal_risk_shield,combined_failure_stress,underwater_vehicle,gap_or_step_crossing,3,96,0.343750,0.458333,0.042574,0.476462,0.249720,0.593750,0.281250,0.041667,0.046801,0.000000,0.245596
conformal_risk_shield,combined_failure_stress,underwater_vehicle,gap_or_step_crossing,4,96,0.260417,0.468750,0.029996,0.468962,0.249720,0.510417,0.406250,0.052083,0.043409,0.000000,0.279818
conformal_risk_shield,combined_failure_stress,underwater_vehicle,gap_or_step_crossing,5,96,0.260417,0.510417,0.032911,0.472295,0.249720,0.583333,0.354167,0.062500,0.043409,0.000000,0.262119
conformal_risk_shield,combined_failure_stress,underwater_vehicle,gap_or_step_crossing,6,96,0.270833,0.500000,0.020705,0.472503,0.249720,0.520833,0.375000,0.072917,0.040696,0.000000,0.275653
conformal_risk_shield,combined_failure_stress,underwater_vehicle,precision_contact_manipulation,0,96,0.291667,0.541667,0.009178,0.477920,0.249720,0.541667,0.322917,0.052083,0.050885,0.000000,0.264764
conformal_risk_shield,combined_failure_stress,underwater_vehicle,precision_contact_manipulation,1,96,0.250000,0.447917,0.038978,0.466253,0.249720,0.510417,0.364583,0.041667,0.047935,0.000000,0.279105
conformal_risk_shield,combined_failure_stress,underwater_vehicle,precision_contact_manipulation,2,96,0.239583,0.406250,0.047626,0.461878,0.249720,0.520833,0.385417,0.083333,0.048672,0.000000,0.284121
conformal_risk_shield,combined_failure_stress,underwater_vehicle,precision_contact_manipulation,3,96,0.281250,0.447917,0.023758,0.469378,0.249720,0.541667,0.343750,0.083333,0.041298,0.000000,0.278297
conformal_risk_shield,combined_failure_stress,underwater_vehicle,precision_contact_manipulation,4,96,0.364583,0.583333,0.063378,0.488545,0.249720,0.635417,0.291667,0.114583,0.047198,0.000000,0.262708
conformal_risk_shield,combined_failure_stress,underwater_vehicle,precision_contact_manipulation,5,96,0.260417,0.447917,0.034725,0.467295,0.249720,0.520833,0.364583,0.083333,0.050885,0.000000,0.283638
conformal_risk_shield,combined_failure_stress,underwater_vehicle,precision_contact_manipulation,6,96,0.270833,0.385417,0.036534,0.463337,0.249720,0.656250,0.302083,0.083333,0.050147,0.000000,0.260108
conformal_risk_shield,combined_failure_stress,underwater_vehicle,disturbance_recovery,0,96,0.218750,0.427083,0.078756,0.461462,0.249720,0.572917,0.354167,0.062500,0.039174,0.000000,0.277581
conformal_risk_shield,combined_failure_stress,underwater_vehicle,disturbance_recovery,1,96,0.281250,0.500000,0.017495,0.473545,0.249720,0.468750,0.385417,0.083333,0.042438,0.000000,0.293547
conformal_risk_shield,combined_failure_stress,underwater_vehicle,disturbance_recovery,2,96,0.322917,0.468750,0.033532,0.475212,0.249720,0.489583,0.364583,0.114583,0.041133,0.000000,0.290595
conformal_risk_shield,combined_failure_stress,underwater_vehicle,disturbance_recovery,3,96,0.322917,0.510417,0.021958,0.478545,0.249720,0.500000,0.354167,0.083333,0.041133,0.000000,0.282981
conformal_risk_shield,combined_failure_stress,underwater_vehicle,disturbance_recovery,4,96,0.291667,0.468750,0.002573,0.472087,0.249720,0.614583,0.239583,0.093750,0.044397,0.000000,0.254442
conformal_risk_shield,combined_failure_stress,underwater_vehicle,disturbance_recovery,5,96,0.302083,0.458333,0.016462,0.472295,0.249720,0.583333,0.302083,0.062500,0.037868,0.000000,0.274807
conformal_risk_shield,combined_failure_stress,underwater_vehicle,disturbance_recovery,6,96,0.218750,0.333333,0.071565,0.453962,0.249720,0.468750,0.468750,0.052083,0.041133,0.000000,0.299530
domain_randomized_policy_selector,nominal_morphology,differential_drive,tight_turn_navigation,0,96,0.510417,0.708333,0.191861,0.656048,0.085480,0.770833,0.145833,0.041667,0.013022,0.166667,0.091521
domain_randomized_policy_selector,nominal_morphology,differential_drive,tight_turn_navigation,1,96,0.468750,0.635417,0.156799,0.646048,0.085480,0.697917,0.156250,0.052083,0.009043,0.156250,0.107542
domain_randomized_policy_selector,nominal_morphology,differential_drive,tight_turn_navigation,2,96,0.489583,0.614583,0.176108,0.646465,0.085480,0.791667,0.125000,0.020833,0.011213,0.166667,0.086399
domain_randomized_policy_selector,nominal_morphology,differential_drive,tight_turn_navigation,3,96,0.458333,0.614583,0.136519,0.643340,0.085480,0.781250,0.135417,0.010417,0.010128,0.208333,0.097710
domain_randomized_policy_selector,nominal_morphology,differential_drive,tight_turn_navigation,4,96,0.416667,0.593750,0.097961,0.637507,0.085480,0.718750,0.156250,0.020833,0.011213,0.187500,0.100754
domain_randomized_policy_selector,nominal_morphology,differential_drive,tight_turn_navigation,5,96,0.458333,0.635417,0.143062,0.645007,0.085480,0.750000,0.166667,0.020833,0.013383,0.229167,0.098495
domain_randomized_policy_selector,nominal_morphology,differential_drive,tight_turn_navigation,6,96,0.510417,0.645833,0.194286,0.651048,0.085480,0.750000,0.093750,0.031250,0.010851,0.135417,0.086507
domain_randomized_policy_selector,nominal_morphology,differential_drive,payload_transport,0,96,0.479167,0.697917,0.154825,0.652090,0.085480,0.833333,0.072917,0.031250,0.008263,0.166667,0.079480
domain_randomized_policy_selector,nominal_morphology,differential_drive,payload_transport,1,96,0.520833,0.625000,0.199538,0.650423,0.085480,0.770833,0.125000,0.041667,0.006610,0.093750,0.088664
domain_randomized_policy_selector,nominal_morphology,differential_drive,payload_transport,2,96,0.427083,0.604167,0.119046,0.639382,0.085480,0.791667,0.145833,0.031250,0.009915,0.166667,0.090420
domain_randomized_policy_selector,nominal_morphology,differential_drive,payload_transport,3,96,0.437500,0.666667,0.107806,0.645423,0.085480,0.770833,0.135417,0.020833,0.009585,0.145833,0.086847
domain_randomized_policy_selector,nominal_morphology,differential_drive,payload_transport,4,96,0.437500,0.635417,0.124839,0.642923,0.085480,0.781250,0.156250,0.010417,0.007602,0.104167,0.088527
domain_randomized_policy_selector,nominal_morphology,differential_drive,payload_transport,5,96,0.479167,0.604167,0.160256,0.644590,0.085480,0.864583,0.052083,0.000000,0.010246,0.145833,0.064927
domain_randomized_policy_selector,nominal_morphology,differential_drive,payload_transport,6,96,0.427083,0.572917,0.108166,0.636882,0.085480,0.750000,0.114583,0.031250,0.007602,0.145833,0.092431
domain_randomized_policy_selector,nominal_morphology,differential_drive,gap_or_step_crossing,0,96,0.541667,0.677083,0.224098,0.656673,0.085480,0.760417,0.135417,0.020833,0.012105,0.177083,0.097538
domain_randomized_policy_selector,nominal_morphology,differential_drive,gap_or_step_crossing,1,96,0.437500,0.645833,0.114812,0.643757,0.085480,0.625000,0.260417,0.093750,0.007477,0.114583,0.145811
domain_randomized_policy_selector,nominal_morphology,differential_drive,gap_or_step_crossing,2,96,0.427083,0.697917,0.103828,0.646882,0.085480,0.708333,0.166667,0.062500,0.011393,0.166667,0.117833
domain_randomized_policy_selector,nominal_morphology,differential_drive,gap_or_step_crossing,3,96,0.520833,0.697917,0.198081,0.656257,0.085480,0.781250,0.114583,0.031250,0.009613,0.135417,0.096230
domain_randomized_policy_selector,nominal_morphology,differential_drive,gap_or_step_crossing,4,96,0.583333,0.697917,0.253946,0.662507,0.085480,0.697917,0.125000,0.020833,0.006409,0.093750,0.107361
domain_randomized_policy_selector,nominal_morphology,differential_drive,gap_or_step_crossing,5,96,0.562500,0.687500,0.240450,0.659590,0.085480,0.781250,0.083333,0.031250,0.009969,0.156250,0.093559
domain_randomized_policy_selector,nominal_morphology,differential_drive,gap_or_step_crossing,6,96,0.447917,0.583333,0.121790,0.639798,0.085480,0.718750,0.197917,0.010417,0.010325,0.145833,0.111195
domain_randomized_policy_selector,nominal_morphology,differential_drive,precision_contact_manipulation,0,96,0.333333,0.593750,0.020973,0.629173,0.085480,0.770833,0.166667,0.000000,0.011081,0.156250,0.098244
domain_randomized_policy_selector,nominal_morphology,differential_drive,precision_contact_manipulation,1,96,0.510417,0.666667,0.180467,0.652715,0.085480,0.802083,0.135417,0.041667,0.013059,0.135417,0.090459
domain_randomized_policy_selector,nominal_morphology,differential_drive,precision_contact_manipulation,2,96,0.541667,0.718750,0.220868,0.660007,0.085480,0.687500,0.177083,0.010417,0.013455,0.166667,0.103687
domain_randomized_policy_selector,nominal_morphology,differential_drive,precision_contact_manipulation,3,96,0.489583,0.635417,0.179783,0.648132,0.085480,0.822917,0.083333,0.020833,0.012664,0.145833,0.078309
domain_randomized_policy_selector,nominal_morphology,differential_drive,precision_contact_manipulation,4,96,0.364583,0.562500,0.050937,0.629798,0.085480,0.718750,0.197917,0.010417,0.013851,0.208333,0.106261
domain_randomized_policy_selector,nominal_morphology,differential_drive,precision_contact_manipulation,5,96,0.510417,0.625000,0.189804,0.649382,0.085480,0.760417,0.145833,0.020833,0.013059,0.177083,0.094961
domain_randomized_policy_selector,nominal_morphology,differential_drive,precision_contact_manipulation,6,96,0.510417,0.687500,0.184238,0.654382,0.085480,0.739583,0.177083,0.062500,0.013455,0.187500,0.108850
domain_randomized_policy_selector,nominal_morphology,differential_drive,disturbance_recovery,0,96,0.500000,0.750000,0.180301,0.658340,0.085480,0.687500,0.135417,0.010417,0.009493,0.145833,0.104543
domain_randomized_policy_selector,nominal_morphology,differential_drive,disturbance_recovery,1,96,0.427083,0.572917,0.117527,0.636882,0.085480,0.739583,0.177083,0.031250,0.008476,0.135417,0.111426
domain_randomized_policy_selector,nominal_morphology,differential_drive,disturbance_recovery,2,96,0.479167,0.604167,0.162369,0.644590,0.085480,0.708333,0.166667,0.062500,0.008815,0.125000,0.112701
domain_randomized_policy_selector,nominal_morphology,differential_drive,disturbance_recovery,3,96,0.510417,0.677083,0.184427,0.653548,0.085480,0.802083,0.104167,0.020833,0.008476,0.145833,0.096364
domain_randomized_policy_selector,nominal_morphology,differential_drive,disturbance_recovery,4,96,0.427083,0.572917,0.114118,0.636882,0.085480,0.729167,0.197917,0.010417,0.009832,0.135417,0.107744
domain_randomized_policy_selector,nominal_morphology,differential_drive,disturbance_recovery,5,96,0.406250,0.531250,0.098574,0.631465,0.085480,0.697917,0.218750,0.020833,0.011188,0.197917,0.120959
domain_randomized_policy_selector,nominal_morphology,differential_drive,disturbance_recovery,6,96,0.614583,0.739583,0.293173,0.668965,0.085480,0.718750,0.166667,0.062500,0.009154,0.125000,0.112454
domain_randomized_policy_selector,nominal_morphology,quadruped,tight_turn_navigation,0,96,0.500000,0.666667,0.181469,0.639589,0.092032,0.770833,0.166667,0.041667,0.015118,0.187500,0.101110
domain_randomized_policy_selector,nominal_morphology,quadruped,tight_turn_navigation,1,96,0.354167,0.541667,0.040342,0.615006,0.092032,0.604167,0.260417,0.052083,0.009071,0.177083,0.139813
domain_randomized_policy_selector,nominal_morphology,quadruped,tight_turn_navigation,2,96,0.447917,0.604167,0.116964,0.629381,0.092032,0.677083,0.218750,0.031250,0.010961,0.156250,0.118915
domain_randomized_policy_selector,nominal_morphology,quadruped,tight_turn_navigation,3,96,0.531250,0.677083,0.216349,0.643548,0.092032,0.822917,0.072917,0.052083,0.012850,0.166667,0.082508
domain_randomized_policy_selector,nominal_morphology,quadruped,tight_turn_navigation,4,96,0.468750,0.614583,0.142069,0.632298,0.092032,0.729167,0.197917,0.031250,0.011339,0.135417,0.109430
domain_randomized_policy_selector,nominal_morphology,quadruped,tight_turn_navigation,5,96,0.531250,0.708333,0.215248,0.646048,0.092032,0.729167,0.145833,0.041667,0.011717,0.104167,0.098982
domain_randomized_policy_selector,nominal_morphology,quadruped,tight_turn_navigation,6,96,0.447917,0.645833,0.122876,0.632714,0.092032,0.708333,0.197917,0.062500,0.012472,0.208333,0.123306
domain_randomized_policy_selector,nominal_morphology,quadruped,payload_transport,0,96,0.343750,0.593750,0.022903,0.618131,0.092032,0.770833,0.197917,0.052083,0.010056,0.208333,0.112926
domain_randomized_policy_selector,nominal_morphology,quadruped,payload_transport,1,96,0.385417,0.552083,0.059220,0.618964,0.092032,0.760417,0.156250,0.010417,0.012137,0.229167,0.102136
domain_randomized_policy_selector,nominal_morphology,quadruped,payload_transport,2,96,0.479167,0.645833,0.163248,0.635839,0.092032,0.750000,0.135417,0.052083,0.011443,0.187500,0.103996
domain_randomized_policy_selector,nominal_morphology,quadruped,payload_transport,3,96,0.489583,0.614583,0.179923,0.634381,0.092032,0.781250,0.135417,0.031250,0.010403,0.187500,0.096643
domain_randomized_policy_selector,nominal_morphology,quadruped,payload_transport,4,96,0.437500,0.593750,0.124139,0.627506,0.092032,0.708333,0.145833,0.031250,0.009709,0.187500,0.104253
domain_randomized_policy_selector,nominal_morphology,quadruped,payload_transport,5,96,0.427083,0.645833,0.101764,0.630631,0.092032,0.770833,0.166667,0.031250,0.009362,0.145833,0.100888
domain_randomized_policy_selector,nominal_morphology,quadruped,payload_transport,6,96,0.552083,0.697917,0.232802,0.647298,0.092032,0.718750,0.145833,0.041667,0.010403,0.135417,0.100152
domain_randomized_policy_selector,nominal_morphology,quadruped,gap_or_step_crossing,0,96,0.437500,0.625000,0.114130,0.630006,0.092032,0.729167,0.187500,0.041667,0.012658,0.197917,0.120092
domain_randomized_policy_selector,nominal_morphology,quadruped,gap_or_step_crossing,1,96,0.604167,0.718750,0.283043,0.654173,0.092032,0.687500,0.125000,0.041667,0.011168,0.114583,0.109792
domain_randomized_policy_selector,nominal_morphology,quadruped,gap_or_step_crossing,2,96,0.562500,0.708333,0.241887,0.649173,0.092032,0.697917,0.135417,0.052083,0.010424,0.083333,0.111329
domain_randomized_policy_selector,nominal_morphology,quadruped,gap_or_step_crossing,3,96,0.510417,0.656250,0.188656,0.639798,0.092032,0.697917,0.156250,0.041667,0.009679,0.135417,0.118738
domain_randomized_policy_selector,nominal_morphology,quadruped,gap_or_step_crossing,4,96,0.489583,0.645833,0.168530,0.636881,0.092032,0.760417,0.125000,0.062500,0.010424,0.125000,0.110717
