comparison,metric,mean,ci95,lower95,upper95,better_seeds,n,split
cost_calibrated_failure_predictive_morphology_v5_minus_failure_predictive_morphology_v4,intervention_cost,-0.011192179020833333,0.005500018884406453,-0.016692197905239785,-0.00569216013642688,1,10,combined_failure_stress
cost_calibrated_failure_predictive_morphology_v5_minus_failure_predictive_morphology_v4,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,combined_failure_stress
cost_calibrated_failure_predictive_morphology_v5_minus_failure_predictive_morphology_v4,planning_regret_to_oracle,-0.024064943388515933,0.029068334491838772,-0.053133277880354705,0.005003391103322839,1,10,combined_failure_stress
cost_calibrated_failure_predictive_morphology_v5_minus_failure_predictive_morphology_v4,robust_utility,0.05995434220233931,0.23770070939791402,-0.1777463671955747,0.29765505160025335,6,10,combined_failure_stress
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,dominant_failure_accuracy,0.5975694444444445,0.06611826735959675,0.5314511770848478,0.6636877118040412,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,top2_failure_recall,0.5170138888888889,0.10866393139924542,0.4083499574896435,0.6256778202881343,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,calibration_error,0.12324494888990614,0.07008322570613144,0.0531617231837747,0.19332817459603757,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,early_warning_lead_time,0.46437636111111125,0.012532933309044652,0.4518434278020666,0.4769092944201559,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,cross_morphology_generalization_gap,-0.1478586666666667,0.0,-0.1478586666666667,-0.1478586666666667,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,morphology_shift_detection,0.34294779583584534,0.007699642464396172,0.33524815337144914,0.35064743830024153,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,failure_family_f1,0.40626404423031404,0.07382002924622834,0.3324440149840857,0.48008407347654236,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,task_success,0.15833333333333333,0.10193804475825403,0.05639528857507929,0.26027137809158735,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,dominant_failure_rate,-0.328125,0.11216786104284027,-0.44029286104284027,-0.21595713895715973,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,safety_violation_rate,-0.12847222222222224,0.13026116993828202,-0.2587333921605043,0.00178894771605978,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,intervention_cost,0.011057723991666666,0.003660595667039141,0.007397128324627525,0.014718319658705806,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,planning_regret_to_oracle,-0.17204238072873307,0.03659639578920995,-0.20863877651794302,-0.13544598493952312,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_generic_failure_classifier,robust_utility,0.6509217692104328,0.2811388910085443,0.3697828782018885,0.932060660218977,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,dominant_failure_accuracy,0.28541666666666665,0.13050114902605012,0.15491551764061653,0.4159178156927168,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,top2_failure_recall,0.2065972222222222,0.12059155115248388,0.08600567106973833,0.3271887733747061,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,calibration_error,0.01671935951262105,0.12923096625060856,-0.11251160673798752,0.1459503257632296,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,early_warning_lead_time,0.2446072777777778,0.01950951987336695,0.22509775790441083,0.26411679765114476,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,cross_morphology_generalization_gap,-0.056896000000000016,0.0,-0.056896000000000016,-0.056896000000000016,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,morphology_shift_detection,0.1747129206299302,0.007927004226170617,0.1667859164037596,0.18263992485610084,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,failure_family_f1,0.20683378126136062,0.11193128179997926,0.09490249946138136,0.3187650630613399,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,task_success,0.06701388888888887,0.11970407121222121,-0.052690182323332335,0.18671796010111008,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,dominant_failure_rate,-0.08368055555555555,0.09015727344426502,-0.1738378289998206,0.006476717888709474,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,safety_violation_rate,-0.04479166666666666,0.09857202418269911,-0.1433636908493658,0.053780357516032454,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,intervention_cost,0.010054784266666665,0.005021455026632526,0.005033329240034139,0.015076239293299192,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,unnecessary_intervention_rate,-0.0003472222222222222,0.0006805555555555554,-0.0010277777777777776,0.00033333333333333327,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,planning_regret_to_oracle,-0.09116598306770846,0.03103030500997028,-0.12219628807767874,-0.06013567805773817,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_per_morphology_calibrated_predictor,robust_utility,0.24305971869545087,0.251361881145601,-0.008302162450150113,0.49442159984105183,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,dominant_failure_accuracy,0.32499999999999996,0.12012528503582527,0.2048747149641747,0.4451252850358252,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,top2_failure_recall,0.25069444444444444,0.08856988911137716,0.1621245553330673,0.3392643335558216,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,calibration_error,0.009924888749035698,0.0854550792382061,-0.0755301904891704,0.0953799679872418,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,early_warning_lead_time,0.1967695555555556,0.01479007617514058,0.181979479380415,0.21155963173069617,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,cross_morphology_generalization_gap,-0.06585200000000004,0.0,-0.06585200000000004,-0.06585200000000004,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,morphology_shift_detection,0.1881406000286742,0.007082769018510069,0.18105783101016412,0.19522336904718426,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,failure_family_f1,0.25275507403384384,0.08965486586746381,0.16310020816638005,0.34240993990130764,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,task_success,-0.03298611111111111,0.07636690550681782,-0.10935301661792893,0.04338079439570671,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,dominant_failure_rate,-0.08368055555555555,0.07347654089503576,-0.1571570964505913,-0.010204014660519789,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,safety_violation_rate,0.04965277777777778,0.07631837107053636,-0.026665593292758583,0.12597114884831415,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,intervention_cost,-0.0008521201958333351,0.006753992936105151,-0.0076061131319384865,0.005901872740271816,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,planning_regret_to_oracle,-0.020901916700542405,0.0221449318565103,-0.04304684855705271,0.001243015155967895,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_constraint_aware_mpc,robust_utility,-0.016139895607241425,0.15073154524391424,-0.16687144085115568,0.1345916496366728,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,dominant_failure_accuracy,0.38298611111111114,0.17232993203186833,0.2106561790792428,0.5553160431429794,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,top2_failure_recall,0.3284722222222222,0.18525395042706652,0.1432182717951557,0.5137261726492888,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,calibration_error,0.01528083816152031,0.09608161238644715,-0.08080077422492683,0.11136245054796746,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,early_warning_lead_time,0.27443052777777777,0.02883812487635377,0.245592402901424,0.30326865265413155,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,cross_morphology_generalization_gap,-0.08986533333333334,0.0,-0.08986533333333334,-0.08986533333333334,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,morphology_shift_detection,0.08888682371298123,0.009075773748769467,0.07981104996421176,0.0979625974617507,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,failure_family_f1,0.28633448154579105,0.11444584301598387,0.17188863852980718,0.4007803245617749,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,task_success,0.06562499999999999,0.15094583123962516,-0.08532083123962517,0.21657083123962514,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,dominant_failure_rate,-0.16180555555555556,0.12769643680449802,-0.2895019923600536,-0.03410911875105754,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,safety_violation_rate,0.07569444444444445,0.06411364719399275,0.011580797250451705,0.13980809163843722,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,intervention_cost,-0.017306281575000002,0.00852051484346725,-0.025826796418467253,-0.008785766731532751,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,unnecessary_intervention_rate,-0.0003472222222222222,0.0006805555555555554,-0.0010277777777777776,0.00033333333333333327,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,planning_regret_to_oracle,-0.06039697617442608,0.04227903128439192,-0.102676007458818,-0.01811794489003416,1,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_conformal_risk_shield,robust_utility,0.14950140083146346,0.2890546116949927,-0.13955321086352923,0.43855601252645615,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,dominant_failure_accuracy,0.25069444444444444,0.12839414010234276,0.12230030434210168,0.3790885845467872,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,top2_failure_recall,0.18090277777777777,0.08583547694494542,0.09506730083283235,0.26673825472272317,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,calibration_error,-0.03758265643188816,0.06691754214246871,-0.10450019857435688,0.02933488571058055,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,early_warning_lead_time,0.2057427222222223,0.01491389429716451,0.19082882792505781,0.2206566165193868,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,cross_morphology_generalization_gap,-0.06075066666666669,0.0,-0.06075066666666669,-0.06075066666666669,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,morphology_shift_detection,0.15902098631446465,0.004970148476878061,0.15405083783758658,0.16399113479134272,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,failure_family_f1,0.2046037648051537,0.10795983735422772,0.09664392745092597,0.3125636021593814,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,task_success,0.03888888888888888,0.10189562990140508,-0.06300674101251619,0.14078451879029397,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,dominant_failure_rate,-0.04895833333333334,0.08285808529362344,-0.13181641862695678,0.0338997519602901,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,safety_violation_rate,-0.06527777777777777,0.07459115185356939,-0.13986892963134717,0.009313374075791622,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,intervention_cost,0.0060453109916666645,0.0041747079444115305,0.001870603047255134,0.010220018936078195,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,planning_regret_to_oracle,-0.04934108091088246,0.02759612100834318,-0.07693720191922565,-0.02174495990253928,1,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_domain_randomized_policy_selector,robust_utility,0.19100206330680747,0.2057754773133569,-0.01477341400654944,0.39677754062016435,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,dominant_failure_accuracy,0.17118055555555556,0.12020173024635755,0.050978825309198006,0.2913822858019131,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,top2_failure_recall,0.09166666666666666,0.11520501050060471,-0.023538343833938047,0.20687167716727137,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,calibration_error,0.04589508682396573,0.09256893359943574,-0.04667384677547001,0.13846402042340147,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,early_warning_lead_time,0.2878115833333334,0.018562283461450543,0.26924929987188284,0.30637386679478396,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,cross_morphology_generalization_gap,-0.010596000000000008,0.0,-0.010596000000000008,-0.010596000000000008,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,morphology_shift_detection,0.025622312992227447,0.009932531685987204,0.01568978130624024,0.03555484467821465,9,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,failure_family_f1,0.1550023357007484,0.10898654324258955,0.046015792458158844,0.26398887894333795,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,task_success,-0.09305555555555557,0.1678084345203158,-0.26086399007587135,0.07475287896476022,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,dominant_failure_rate,-0.008333333333333335,0.08009637434873966,-0.08842970768207299,0.07176304101540633,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,safety_violation_rate,0.00416666666666667,0.043645258707925606,-0.039478592041258934,0.04781192537459228,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,intervention_cost,-0.007031231195833333,0.010131984906921802,-0.017163216102755133,0.003100753711088469,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,planning_regret_to_oracle,0.016515544502362017,0.031029496223646785,-0.014513951721284769,0.047545040726008805,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_online_system_identification,robust_utility,-0.09068825766266958,0.2293383611703278,-0.3200266188329974,0.13865010350765822,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,dominant_failure_accuracy,0.19479166666666667,0.14833908334037257,0.046452583326294095,0.34313075000703924,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,top2_failure_recall,0.12222222222222222,0.1000506683192998,0.022171553902922414,0.22227289054152202,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,calibration_error,-0.002015899513584543,0.10891184051538846,-0.110927740028973,0.10689594100180393,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,early_warning_lead_time,0.25486902777777787,0.018238449428670093,0.23663057834910778,0.27310747720644796,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,cross_morphology_generalization_gap,-0.02359333333333334,0.0,-0.02359333333333334,-0.02359333333333334,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,morphology_shift_detection,0.06807610002867422,0.007082769018510069,0.060993331010164145,0.07515886904718429,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,failure_family_f1,0.1599174065939939,0.11403945722201485,0.045877949371979046,0.27395686381600876,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,task_success,-0.0652777777777778,0.06855881822878293,-0.13383659600656073,0.003281040451005135,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,dominant_failure_rate,-0.041666666666666664,0.07148533440489331,-0.11315200107155998,0.029818667738226647,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,safety_violation_rate,0.043750000000000004,0.07899006238393777,-0.035240062383937766,0.12274006238393778,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,intervention_cost,-0.0021493739583333315,0.007051387948217415,-0.009200761906550746,0.004902013989884084,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,planning_regret_to_oracle,0.00913842574918428,0.02335119172810062,-0.014212765978916339,0.0324896174772849,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_meta_adaptive_mpc,robust_utility,-0.09198067519998601,0.15466759314953438,-0.2466482683495204,0.06268691794954837,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,dominant_failure_accuracy,0.11562499999999998,0.09851771366021131,0.01710728633978867,0.2141427136602113,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,top2_failure_recall,0.04097222222222221,0.10827180470194277,-0.06729958247972057,0.14924402692416497,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,calibration_error,0.06602068434835574,0.08909616574182097,-0.023075481393465228,0.15511685009017673,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,early_warning_lead_time,0.12368402777777777,0.015104696623950926,0.10857933115382684,0.1387887244017287,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,cross_morphology_generalization_gap,-0.016780000000000003,0.0,-0.016780000000000003,-0.016780000000000003,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,morphology_shift_detection,-0.044152761453856264,0.007573769765453264,-0.05172653121930953,-0.036578991688403,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,failure_family_f1,0.11777571733821733,0.10377578736043172,0.01399992997778561,0.22155150469864904,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,task_success,-2.2204460492503132e-17,0.17976917904133666,-0.17976917904133669,0.17976917904133663,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,dominant_failure_rate,-0.04097222222222223,0.09164253283127402,-0.13261475505349624,0.05067031060905179,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,safety_violation_rate,-0.026388888888888885,0.07999994159377155,-0.10638883048266043,0.053611052704882665,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,intervention_cost,-0.000644438245833334,0.00774762982780633,-0.008392068073639665,0.007103191581972996,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,planning_regret_to_oracle,-0.02839875182140117,0.0361834826167649,-0.06458223443816608,0.00778473079536373,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_bayesian_morphology_belief,robust_utility,0.09384426999608181,0.30506200228713987,-0.21121773229105806,0.3989062722832217,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,dominant_failure_accuracy,0.1378472222222222,0.08315319534813402,0.054694026874088184,0.2210004175703562,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,top2_failure_recall,0.08333333333333333,0.10383770277947466,-0.020504369446141327,0.187171036112808,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,calibration_error,-0.014294125697657081,0.07314128148733975,-0.08743540718499683,0.05884715578968267,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,early_warning_lead_time,0.10342691666666672,0.013288740802576283,0.09013817586409043,0.116715657469243,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,cross_morphology_generalization_gap,-0.048085333333333355,0.0,-0.048085333333333355,-0.048085333333333355,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,morphology_shift_detection,0.11695799149082788,0.007408349103281233,0.10954964238754664,0.12436634059410911,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,failure_family_f1,0.13218193593590416,0.09458202670429108,0.03759990923161308,0.22676396264019524,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,task_success,0.017013888888888874,0.12279560099461322,-0.10578171210572435,0.13980948988350209,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,dominant_failure_rate,-0.04027777777777778,0.1060890821293631,-0.14636685990714088,0.06581130435158533,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,safety_violation_rate,-0.059027777777777776,0.08135731016331356,-0.14038508794109134,0.022329532385535783,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,intervention_cost,-0.010724101516666668,0.00941750411511741,-0.020141605631784076,-0.001306597401549257,2,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,unnecessary_intervention_rate,-0.0003472222222222222,0.0006805555555555554,-0.0010277777777777776,0.00033333333333333327,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,planning_regret_to_oracle,-0.032031443264484094,0.035658175919687216,-0.06768961918417131,0.0036267326552031215,3,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_retrieval_failure_memory,robust_utility,0.14243946893558,0.2671849897754543,-0.12474552083987431,0.40962445871103426,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,dominant_failure_accuracy,0.06458333333333333,0.1285879862152861,-0.06400465288195278,0.19317131954861944,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,top2_failure_recall,0.03229166666666666,0.06946298533353706,-0.0371713186668704,0.10175465200020373,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,calibration_error,-0.02296288242168189,0.10800086471222764,-0.13096374713390954,0.08503798229054575,6,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,early_warning_lead_time,0.07088383333333335,0.013829238688829553,0.0570545946445038,0.08471307202216291,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,cross_morphology_generalization_gap,-0.015357333333333348,0.0,-0.015357333333333348,-0.015357333333333348,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,morphology_shift_detection,0.03674661583459248,0.0074108230657454165,0.029335792768847065,0.044157438900337895,10,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,failure_family_f1,0.04040322133774514,0.1515086775925625,-0.11110545625481737,0.19191189893030763,7,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,task_success,0.06840277777777777,0.10133475015338436,-0.03293197237560659,0.16973752793116215,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,dominant_failure_rate,-0.02326388888888889,0.07240839622915797,-0.09567228511804686,0.04914450734026908,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,safety_violation_rate,-0.04652777777777777,0.09051474171138195,-0.13704251948915971,0.04398696393360418,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,intervention_cost,-0.0021871652583333326,0.007495588700170416,-0.009682753958503747,0.005308423441837083,4,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,unnecessary_intervention_rate,0.0,0.0,0.0,0.0,0,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,planning_regret_to_oracle,-0.0351174082940673,0.02072357899192771,-0.055840987285995014,-0.014393829302139591,1,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_morphology_failure_transformer_prior,robust_utility,0.16850533520932387,0.1718843345550082,-0.003378999345684336,0.34038966976433205,8,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_risk_aware_intervention_policy,dominant_failure_accuracy,0.06909722222222221,0.11475856494345271,-0.0456613427212305,0.1838557871656749,5,10,contact_geometry_shift
cost_calibrated_failure_predictive_morphology_v5_minus_risk_aware_intervention_policy,top2_failure_recall,0.10208333333333333,0.1259025734065742,-0.023819240073240877,0.22798590673990754,6,10,contact_geometry_shift
