split,morphology,task,method,dominant_failure_accuracy,top2_failure_recall,calibration_error,early_warning_lead_time,cross_morphology_generalization_gap,morphology_shift_detection,failure_family_f1,task_success,dominant_failure_rate,safety_violation_rate,intervention_cost,unnecessary_intervention_rate,planning_regret_to_oracle,robust_utility
actuator_degradation_shift,aerial_manipulator,cluttered_tool_use,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.06561600000000001,0.6138980174158672,1.0,0.9375,0.0,0.025,0.00955719,0.0,0.0047411980265607435,0.8986304258814075
actuator_degradation_shift,aerial_manipulator,cluttered_tool_use,per_morphology_calibrated_predictor,0.45,0.625,0.1841929936745337,0.5445160000000001,0.189312,0.28804110341279765,0.2594809912309912,0.5625,0.2,0.1375,0.010831482000000002,0.0,0.25084644533132766,0.0723417738976635
actuator_degradation_shift,aerial_manipulator,cluttered_tool_use,retrieval_failure_memory,0.5875,0.7375,0.19550092009698558,0.6895550000000001,0.16496,0.3448340325519,0.3405353535353535,0.6625,0.1375,0.15,0.033556356,0.0,0.17931299020203417,0.2400899102520581
actuator_degradation_shift,aerial_manipulator,cluttered_tool_use,risk_aware_intervention_policy,0.6625,0.725,0.2524400408271312,0.5993850000000002,0.15791999999999998,0.4515090247682657,0.4708539886039886,0.6625,0.1125,0.0625,0.0342465975,0.0,0.1481909345778185,0.3854788088097427
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,bayesian_morphology_belief,0.6125,0.7875,0.11701191409067614,0.671517,0.132144,0.5030587854965841,0.35345765345765345,0.675,0.1375,0.1125,0.019753202699999996,0.0,0.17440261077732472,0.2934042312408727
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,conformal_risk_shield,0.3375,0.4875,0.17353322722558256,0.514815,0.20648,0.3724242003297467,0.16571366728509584,0.6125,0.25,0.0125,0.0342806904,0.0,0.20681044968815399,0.24218804327870425
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,constraint_aware_mpc,0.4125,0.575,0.18353893659483264,0.5967250000000001,0.17880000000000001,0.27485392401405373,0.2239191919191919,0.7,0.175,0.0375,0.019762704,0.0,0.16805340919589087,0.39670920219638195
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,cost_calibrated_failure_predictive_morphology_v5,0.725,0.825,0.184071102190194,0.7946420000000002,0.11494400000000002,0.459627524042728,0.4702784992784993,0.6625,0.1125,0.0875,0.0184990311,0.0,0.1506131818985076,0.3593289113499842
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,domain_randomized_policy_selector,0.475,0.65,0.21725219244777863,0.5867180000000001,0.17697600000000002,0.3034925377282633,0.2714220779220779,0.6,0.1625,0.1625,0.012541716,0.0,0.20569884770146182,0.12743434541647344
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,failure_predictive_morphology_v4,0.6375,0.8,0.14173016290096432,0.7290550000000002,0.12855999999999998,0.40740372535684466,0.39925,0.7,0.1375,0.0875,0.0281618532,0.0,0.16745126817576908,0.35580707807494333
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,generic_failure_classifier,0.1375,0.3125,0.05314158607230458,0.32241499999999995,0.28288,0.12293272820688259,0.057195767195767196,0.5,0.4375,0.2375,0.007591538699999999,0.0,0.33203275630872575,-0.3206265957626565
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,meta_adaptive_mpc,0.525,0.7,0.17773408338698174,0.5429620000000001,0.12718400000000002,0.39275392401405373,0.3027706552706553,0.725,0.1375,0.05,0.0209788704,0.0,0.13852004862269632,0.4558535230034341
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,morphology_failure_transformer_prior,0.6625,0.7875,0.21770521728159076,0.7227530000000002,0.13289600000000001,0.42360240820813544,0.4309082584082584,0.6,0.125,0.125,0.020522807999999997,0.0,0.1837956622249044,0.2108919564893166
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,online_system_identification,0.5625,0.7375,0.1480147089406031,0.5126010000000001,0.11483199999999999,0.43448621105050056,0.3441944166944167,0.7625,0.1,0.0875,0.024959915099999994,0.0,0.12785399931936653,0.47239523868144345
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.06561600000000001,0.6138980174158672,1.0,0.9375,0.0,0.025,0.008551169999999999,0.0,0.004935293178166705,0.8989472682752833
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,per_morphology_calibrated_predictor,0.45,0.625,0.18359832072717908,0.5445160000000001,0.189312,0.28804110341279765,0.2265108225108225,0.575,0.1875,0.125,0.009206759699999999,0.0,0.24566319218261673,0.10361794006815156
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,retrieval_failure_memory,0.6,0.75,0.2072889191627637,0.6916800000000002,0.16496,0.3448340325519,0.32366452991452993,0.6375,0.15,0.15,0.028522902599999997,0.0,0.18323162096948323,0.20433195599308573
actuator_degradation_shift,aerial_manipulator,disturbance_recovery,risk_aware_intervention_policy,0.6625,0.725,0.2515722896885483,0.5993850000000002,0.15791999999999998,0.4515090247682657,0.34278174603174605,0.6625,0.1125,0.0625,0.0277913025,0.0,0.15071238110969284,0.38664701622605513
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,bayesian_morphology_belief,0.6125,0.7875,0.11721339661768762,0.671517,0.132144,0.5030587854965841,0.4066666666666667,0.7125,0.1125,0.075,0.0192837267,0.0,0.1539500296427009,0.41230730223510936
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,conformal_risk_shield,0.3375,0.4875,0.17445256063322265,0.514815,0.20648,0.3724242003297467,0.21462433862433863,0.6125,0.25,0.0125,0.035625031200000004,0.0,0.19592569192114825,0.2491002528023981
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,constraint_aware_mpc,0.4125,0.575,0.18369052620758716,0.5967250000000001,0.17880000000000001,0.27485392401405373,0.1983947533947534,0.725,0.1625,0.0375,0.020537712,0.0,0.15319435978856513,0.4415831521988788
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,cost_calibrated_failure_predictive_morphology_v5,0.725,0.825,0.18387154512143553,0.7946420000000002,0.11494400000000002,0.459627524042728,0.5195036075036075,0.6625,0.1125,0.0875,0.0192244833,0.0,0.1409874657253521,0.36547458606048927
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,domain_randomized_policy_selector,0.4875,0.65,0.23062513293389267,0.5878430000000001,0.17697600000000002,0.3034925377282633,0.3027385947385947,0.65,0.1375,0.1375,0.013033548000000002,0.0,0.18247356239973608,0.2446092289210059
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,failure_predictive_morphology_v4,0.6375,0.8,0.14117746915385415,0.7290550000000002,0.12855999999999998,0.40740372535684466,0.44556998556998556,0.7125,0.1375,0.075,0.028515823200000005,0.0,0.154458505832288,0.39268733705536824
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,generic_failure_classifier,0.15,0.325,0.06513587634151702,0.32454,0.28288,0.12293272820688259,0.08938888888888889,0.525,0.4125,0.2125,0.0078892461,0.0,0.31111576367676,-0.2420906756347648
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,meta_adaptive_mpc,0.5375,0.7125,0.18630663853638096,0.5450870000000001,0.12718400000000002,0.39275392401405373,0.3190299145299145,0.75,0.125,0.0375,0.0218015712,0.0,0.12076104229314476,0.518361833719521
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,morphology_failure_transformer_prior,0.6625,0.7875,0.21863565450738742,0.7227530000000002,0.13289600000000001,0.42360240820813544,0.49497979797979796,0.6125,0.125,0.0875,0.021327624000000003,0.0,0.16656681133277865,0.28179623903786766
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,online_system_identification,0.575,0.75,0.14931511636274386,0.5147260000000001,0.11483199999999999,0.43448621105050056,0.38410858585858587,0.775,0.1,0.0625,0.025938735300000005,0.0,0.11380902924033692,0.5255362486467642
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.06561600000000001,0.6138980174158672,1.0,0.9375,0.0,0.0125,0.00888651,0.0,0.003706083123427592,0.9152818123136006
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,per_morphology_calibrated_predictor,0.45,0.625,0.183933282142755,0.5445160000000001,0.189312,0.28804110341279765,0.3027070707070707,0.625,0.175,0.1,0.008560671300000003,0.0,0.22604422348313097,0.20875971288075892
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,retrieval_failure_memory,0.5875,0.7375,0.19562241803382516,0.6895550000000001,0.16496,0.3448340325519,0.34013264513264513,0.6625,0.1375,0.125,0.029641447800000005,0.0,0.16496333047029654,0.28297140003184684
actuator_degradation_shift,aerial_manipulator,gap_or_step_crossing,risk_aware_intervention_policy,0.6625,0.725,0.25258811643765444,0.5993850000000002,0.15791999999999998,0.4515090247682657,0.40531623931623934,0.7,0.1,0.0625,0.029621700000000004,0.0,0.13498827003564387,0.44415607187867856
actuator_degradation_shift,aerial_manipulator,payload_transport,bayesian_morphology_belief,0.6125,0.7875,0.11730178669933176,0.671517,0.132144,0.5030587854965841,0.40989538239538237,0.7125,0.1125,0.1,0.018779039999999997,0.0,0.15726664961198458,0.3789627772716108
actuator_degradation_shift,aerial_manipulator,payload_transport,conformal_risk_shield,0.3375,0.4875,0.17432763835159917,0.514815,0.20648,0.3724242003297467,0.2126984126984127,0.6125,0.25,0.0125,0.033608519999999996,0.0,0.19691051131993387,0.24922607631988014
actuator_degradation_shift,aerial_manipulator,payload_transport,constraint_aware_mpc,0.4125,0.575,0.1838518341821251,0.5967250000000001,0.17880000000000001,0.27485392401405373,0.2560357142857143,0.725,0.1625,0.0375,0.0193752,0.0,0.15432811664783075,0.44147067973136195
actuator_degradation_shift,aerial_manipulator,payload_transport,cost_calibrated_failure_predictive_morphology_v5,0.725,0.825,0.18418279661146017,0.7946420000000002,0.11494400000000002,0.459627524042728,0.5615603655603656,0.6625,0.1125,0.0875,0.018136305,0.0,0.1419437991619976,0.36514181636710635
actuator_degradation_shift,aerial_manipulator,payload_transport,domain_randomized_policy_selector,0.4875,0.65,0.23055893284356607,0.5878430000000001,0.17697600000000002,0.3034925377282633,0.29527777777777775,0.625,0.15,0.1625,0.011271149999999999,0.0,0.1915579517406017,0.17271923531303848
actuator_degradation_shift,aerial_manipulator,payload_transport,failure_predictive_morphology_v4,0.6375,0.8,0.14144098024318508,0.7290550000000002,0.12855999999999998,0.40740372535684466,0.4456764069264069,0.725,0.125,0.0875,0.027609659999999994,0.0,0.15388395106137132,0.4003674158313276
actuator_degradation_shift,aerial_manipulator,payload_transport,generic_failure_classifier,0.1375,0.3125,0.05264398450315888,0.32241499999999995,0.28288,0.12293272820688259,0.06638888888888889,0.525,0.4125,0.2375,0.007004879999999998,0.0,0.3166046932309856,-0.2714570338966625
actuator_degradation_shift,aerial_manipulator,payload_transport,meta_adaptive_mpc,0.5375,0.7125,0.19114785585545618,0.5450870000000001,0.12718400000000002,0.39275392401405373,0.35647366522366525,0.7625,0.125,0.0375,0.020567519999999995,0.0,0.12257799386478145,0.5303020386512964
actuator_degradation_shift,aerial_manipulator,payload_transport,morphology_failure_transformer_prior,0.6625,0.7875,0.2187903507949384,0.7227530000000002,0.13289600000000001,0.42360240820813544,0.45958068783068784,0.625,0.1125,0.1125,0.019449719999999997,0.0,0.1684657995967756,0.27754960598504064
actuator_degradation_shift,aerial_manipulator,payload_transport,online_system_identification,0.575,0.75,0.14941099853716536,0.5147260000000001,0.11483199999999999,0.43448621105050056,0.41137301587301583,0.7625,0.1,0.075,0.023809139999999996,0.0,0.11713516717172048,0.4960412699797957
actuator_degradation_shift,aerial_manipulator,payload_transport,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.06561600000000001,0.6138980174158672,1.0,0.9625,0.0,0.0125,0.008383499999999999,0.0,0.003065290484134812,0.9409567216611057
actuator_degradation_shift,aerial_manipulator,payload_transport,per_morphology_calibrated_predictor,0.4375,0.625,0.17194906166017593,0.5433910000000002,0.189312,0.28804110341279765,0.3159217171717172,0.6375,0.175,0.0875,0.008076105,0.0,0.2245462140724766,0.23810474202101792
actuator_degradation_shift,aerial_manipulator,payload_transport,retrieval_failure_memory,0.6,0.75,0.20834542117961874,0.6916800000000002,0.16496,0.3448340325519,0.3480847763347763,0.6625,0.125,0.15,0.027963629999999996,0.0,0.1676704821333276,0.2605047951856707
actuator_degradation_shift,aerial_manipulator,payload_transport,risk_aware_intervention_policy,0.675,0.7375,0.26535990152159034,0.6015100000000001,0.15791999999999998,0.4515090247682657,0.5001044973544974,0.6875,0.1,0.075,0.027944999999999998,0.0,0.13771347341894286,0.4148591238198122
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,bayesian_morphology_belief,0.625,0.8,0.1297053654751652,0.6736420000000001,0.132144,0.5030587854965841,0.35857647907647905,0.6875,0.125,0.1,0.023012148599999997,0.0,0.16756952844426304,0.3348458632190159
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,conformal_risk_shield,0.3375,0.4875,0.1741265051314446,0.514815,0.20648,0.3724242003297467,0.15277946127946126,0.6125,0.25,0.0125,0.04140467820000001,0.0,0.2057562971424523,0.23975695952565312
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,constraint_aware_mpc,0.4125,0.575,0.1838692913514382,0.5967250000000001,0.17880000000000001,0.27485392401405373,0.24639646464646464,0.7125,0.175,0.0375,0.022346064000000002,0.0,0.16604414934186917,0.4095624589526948
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,cost_calibrated_failure_predictive_morphology_v5,0.725,0.825,0.18378159855836756,0.7946420000000002,0.11494400000000002,0.459627524042728,0.462533189033189,0.6625,0.1125,0.0875,0.0221849145,0.0,0.14824672478741469,0.35912930534239773
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,domain_randomized_policy_selector,0.4875,0.65,0.22992466005620307,0.5878430000000001,0.17697600000000002,0.3034925377282633,0.2908069708069708,0.6125,0.15,0.1625,0.015953800500000004,0.0,0.19956839850024014,0.15283157020357196
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,failure_predictive_morphology_v4,0.6375,0.8,0.14147558279292985,0.7290550000000002,0.12855999999999998,0.40740372535684466,0.4033545066045066,0.7,0.1375,0.125,0.032659632,0.0,0.17049692972351427,0.30965183897872256
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,generic_failure_classifier,0.125,0.3,0.04182648265996022,0.32028999999999996,0.28288,0.12293272820688259,0.06892857142857142,0.5,0.45,0.25,0.010098702,0.0,0.33388860360022404,-0.34320551242407255
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,meta_adaptive_mpc,0.5375,0.7125,0.1861004979904195,0.5450870000000001,0.12718400000000002,0.39275392401405373,0.3069606782106782,0.7375,0.1375,0.0375,0.0237212064,0.0,0.13314703962689478,0.48661770705243285
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,morphology_failure_transformer_prior,0.6625,0.7875,0.2178723503102048,0.7227530000000002,0.13289600000000001,0.42360240820813544,0.4135858585858586,0.5875,0.125,0.1125,0.0239790456,0.0,0.1808032589643227,0.2144703639232049
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,online_system_identification,0.5625,0.7375,0.14798881756191212,0.5126010000000001,0.11483199999999999,0.43448621105050056,0.28433760683760684,0.7625,0.1,0.0875,0.030510972,0.0,0.12512812760221856,0.471805373278447
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.06561600000000001,0.6138980174158672,1.0,0.95,0.0,0.025,0.0100557288,0.0,0.005076029464166036,0.9106717014150838
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,per_morphology_calibrated_predictor,0.45,0.625,0.1836006217930538,0.5445160000000001,0.189312,0.28804110341279765,0.25087505087505085,0.5625,0.1875,0.125,0.010958166000000002,0.0,0.24546222964331502,0.09598499924787908
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,retrieval_failure_memory,0.5875,0.7375,0.1949762067700552,0.6895550000000001,0.16496,0.3448340325519,0.34529581529581527,0.675,0.1375,0.15,0.03310010730000001,0.0,0.17626158434114153,0.2548493304773437
actuator_degradation_shift,aerial_manipulator,precision_contact_manipulation,risk_aware_intervention_policy,0.6625,0.725,0.25180054645993477,0.5993850000000002,0.15791999999999998,0.4515090247682657,0.39549542124542125,0.6875,0.1,0.0625,0.033841395,0.0,0.1435748376549958,0.4240383662854606
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,bayesian_morphology_belief,0.6125,0.7875,0.11785037525766927,0.671517,0.132144,0.5030587854965841,0.4167783882783883,0.7125,0.1125,0.0625,0.0195262893,0.0,0.14148983132164183,0.43654528788985075
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,conformal_risk_shield,0.3375,0.4875,0.17425081391127314,0.514815,0.20648,0.3724242003297467,0.19895743145743144,0.6125,0.25,0.0125,0.03607314480000001,0.0,0.1853519220747251,0.25619335962904666
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,constraint_aware_mpc,0.4125,0.575,0.1841207343778314,0.5967250000000001,0.17880000000000001,0.27485392401405373,0.24717012617012618,0.7375,0.15,0.0375,0.020796048000000004,0.0,0.13971249272870195,0.4733003937868348
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,cost_calibrated_failure_predictive_morphology_v5,0.725,0.825,0.18458136163132893,0.7946420000000002,0.11494400000000002,0.459627524042728,0.5235791245791246,0.7125,0.1,0.0875,0.0194663007,0.0,0.1270482993762833,0.4347857266261391
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,domain_randomized_policy_selector,0.4875,0.65,0.230759860711491,0.5878430000000001,0.17697600000000002,0.3034925377282633,0.3021989121989122,0.6875,0.125,0.125,0.012647596500000002,0.0,0.1656405778998729,0.3194158219221269
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,failure_predictive_morphology_v4,0.6375,0.8,0.1417450609252735,0.7290550000000002,0.12855999999999998,0.40740372535684466,0.4464819624819625,0.7375,0.1125,0.075,0.028874512800000005,0.0,0.13851173549383952,0.44855114287664155
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,generic_failure_classifier,0.1375,0.3125,0.05274612755731073,0.32241499999999995,0.28288,0.12293272820688259,0.06958730158730159,0.525,0.4125,0.2375,0.0084583926,0.0,0.3046554819180969,-0.26462128356905396
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,meta_adaptive_mpc,0.5375,0.7125,0.19106346468509067,0.5450870000000001,0.12718400000000002,0.39275392401405373,0.3505391737891738,0.7875,0.1,0.0375,0.0220758048,0.0,0.10599797819756192,0.5859690435218248
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,morphology_failure_transformer_prior,0.6625,0.7875,0.21886686394372684,0.7227530000000002,0.13289600000000001,0.42360240820813544,0.48127886002886,0.625,0.1125,0.1,0.021595896000000003,0.0,0.1548366771113155,0.29666186270687717
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,online_system_identification,0.5625,0.7375,0.14889238267747967,0.5126010000000001,0.11483199999999999,0.43448621105050056,0.3485757575757576,0.775,0.1,0.0375,0.0255551436,0.0,0.10240225307372137,0.5649436082283951
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.06561600000000001,0.6138980174158672,1.0,0.975,0.0,0.0125,0.0079184952,0.0,0.0023099297502345247,0.9541947263348358
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,per_morphology_calibrated_predictor,0.4375,0.625,0.17192038551263097,0.5433910000000002,0.189312,0.28804110341279765,0.2626443001443001,0.6625,0.15,0.0625,0.008668352700000001,0.0,0.2034110822610278,0.3230059913322929
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,retrieval_failure_memory,0.5875,0.7375,0.1960193824160154,0.6895550000000001,0.16496,0.3448340325519,0.3427206682206682,0.675,0.125,0.1375,0.030014296200000005,0.0,0.15347508379820626,0.2974312783777035
actuator_degradation_shift,aerial_manipulator,tight_turn_navigation,risk_aware_intervention_policy,0.6625,0.725,0.25307191677844876,0.5993850000000002,0.15791999999999998,0.4515090247682657,0.4829229381729382,0.7125,0.1,0.05,0.029244442500000002,0.0,0.12220710460020254,0.47631125174086214
actuator_degradation_shift,arm_gripper,cluttered_tool_use,bayesian_morphology_belief,0.625,0.8,0.1258258714515491,0.7129700000000001,0.10904,0.4735747854965842,0.4624476911976912,0.675,0.1375,0.0875,0.0212737833,0.0,0.16466929635391675,0.33078329006725826
actuator_degradation_shift,arm_gripper,cluttered_tool_use,conformal_risk_shield,0.3625,0.5125,0.181711651539518,0.5684250000000001,0.16999999999999998,0.3505002003297467,0.19254761904761905,0.6,0.2625,0.0125,0.037758663000000005,0.0,0.2020050956488226,0.22141665204515776
actuator_degradation_shift,arm_gripper,cluttered_tool_use,constraint_aware_mpc,0.4125,0.6,0.18061761061919276,0.643525,0.1484,0.25822192401405375,0.21289430014430014,0.7125,0.175,0.0375,0.021284016000000003,0.0,0.16022493960791948,0.41395202000023607
actuator_degradation_shift,arm_gripper,cluttered_tool_use,cost_calibrated_failure_predictive_morphology_v5,0.75,0.85,0.18908438308269304,0.8382200000000002,0.09184,0.432411524042728,0.6183606208606208,0.65,0.1,0.075,0.0211305255,0.0,0.13898708863796802,0.3791945785833844
actuator_degradation_shift,arm_gripper,cluttered_tool_use,domain_randomized_policy_selector,0.5,0.6625,0.236015249187083,0.6356800000000001,0.14536000000000002,0.2853485377282633,0.28973304473304473,0.6375,0.1375,0.1125,0.014632761000000003,0.0,0.18384259694869043,0.2616037605594664
actuator_degradation_shift,arm_gripper,cluttered_tool_use,failure_predictive_morphology_v4,0.6375,0.8125,0.1380652355151676,0.7725750000000001,0.1012,0.3835897253568447,0.43096336996337,0.7,0.1375,0.0625,0.031885093200000006,0.0,0.1551291463761577,0.39385952815164993
actuator_degradation_shift,arm_gripper,cluttered_tool_use,generic_failure_classifier,0.1625,0.3375,0.08143608233793763,0.387425,0.2312,0.1153727282068826,0.08399603174603175,0.5125,0.4125,0.225,0.0091378011,0.0,0.3143032389705144,-0.27283176870568854
actuator_degradation_shift,arm_gripper,cluttered_tool_use,meta_adaptive_mpc,0.5625,0.725,0.20618304139918314,0.578545,0.11624,0.3693179240140538,0.3452914862914863,0.7375,0.1375,0.0375,0.0225938016,0.0,0.12867069993400576,0.49012273961503966
actuator_degradation_shift,arm_gripper,cluttered_tool_use,morphology_failure_transformer_prior,0.6875,0.825,0.21290501962670236,0.769155,0.10736000000000001,0.39865440820813547,0.45822137122137124,0.6,0.1125,0.0875,0.0228393864,0.0,0.16854587901538268,0.27721244502670345
actuator_degradation_shift,arm_gripper,cluttered_tool_use,online_system_identification,0.575,0.75,0.14240102190108328,0.5431100000000001,0.10632,0.4087822110505005,0.3785053835053835,0.7625,0.1,0.0375,0.0283343463,0.0,0.11369318913532339,0.5432893117702736
actuator_degradation_shift,arm_gripper,cluttered_tool_use,oracle_failure_family_controller,1.0,1.0,0.13775731226615626,1.0,0.061360000000000005,0.5779880174158674,1.0,0.9375,0.0,0.0125,0.009209430000000001,0.0,0.0036175846796686483,0.9151984472242319
actuator_degradation_shift,arm_gripper,cluttered_tool_use,per_morphology_calibrated_predictor,0.4625,0.6375,0.16845343825992012,0.602385,0.14432,0.2706531034127977,0.30470543345543344,0.5625,0.2,0.1,0.010437354000000001,0.0,0.2357223714677653,0.12965314452598592
actuator_degradation_shift,arm_gripper,cluttered_tool_use,retrieval_failure_memory,0.6125,0.7625,0.21106508142666716,0.736325,0.1376,0.3244220325519001,0.40270743145743143,0.675,0.125,0.1375,0.0315269487,0.0,0.16697143691855182,0.2875631725100742
actuator_degradation_shift,arm_gripper,cluttered_tool_use,risk_aware_intervention_policy,0.6875,0.75,0.2683544383579274,0.6438750000000001,0.1336,0.4250490247682658,0.45111471861471863,0.6625,0.1125,0.0625,0.032233005,0.0,0.14088608713394016,0.39139750349316993
actuator_degradation_shift,arm_gripper,disturbance_recovery,bayesian_morphology_belief,0.65,0.8125,0.14155489453095166,0.7162200000000001,0.10904,0.4735747854965842,0.27021811521811523,0.7125,0.1,0.0625,0.017801399699999998,0.0,0.14901172575588162,0.4420561621058829
actuator_degradation_shift,arm_gripper,disturbance_recovery,conformal_risk_shield,0.3875,0.5375,0.1802361354445469,0.5726750000000002,0.16999999999999998,0.3505002003297467,0.13115560365560364,0.6,0.2625,0.0125,0.0328865592,0.0,0.19666052330863093,0.22727302027049393
