ablation,metric,mean,ci95,n
minus_cost_calibration,safety_violation_rate,0.10980902777777778,0.04293980334992859,10
minus_cost_calibration,intervention_cost,0.03808233651354167,0.007215390258081923,10
minus_cost_calibration,unnecessary_intervention_rate,0.00026041666666666666,0.00025989144566300476,10
minus_cost_calibration,planning_regret_to_oracle,0.158328683859321,0.023684512966264094,10
minus_cost_calibration,robust_utility,0.33910514072494735,0.2051015756499666,10
minus_failure_history,dominant_failure_accuracy,0.5921875,0.07716831818353771,10
minus_failure_history,top2_failure_recall,0.7397569444444444,0.08028953334620889,10
minus_failure_history,calibration_error,0.13280626546586163,0.053327101873811025,10
minus_failure_history,early_warning_lead_time,0.758978763888889,0.011177781494289808,10
minus_failure_history,cross_morphology_generalization_gap,0.12479766666666667,0.0,10
minus_failure_history,morphology_shift_detection,0.5826305843146806,0.0058062752999497496,10
minus_failure_history,failure_family_f1,0.3900506651637604,0.06610671511559948,10
minus_failure_history,task_success,0.6200520833333333,0.14513423426898184,10
minus_failure_history,dominant_failure_rate,0.15442708333333333,0.06715324924708739,10
minus_failure_history,safety_violation_rate,0.09930555555555556,0.04452758613967603,10
minus_failure_history,intervention_cost,0.021704699999652778,0.006778714784883909,10
minus_failure_history,unnecessary_intervention_rate,0.00026041666666666666,0.00025989144566300476,10
minus_failure_history,planning_regret_to_oracle,0.19249032900191448,0.030991879280297615,10
minus_failure_history,robust_utility,0.22871292216657965,0.2345223089589239,10
minus_morphology_embedding,dominant_failure_accuracy,0.4551215277777778,0.10526422458206097,10
minus_morphology_embedding,top2_failure_recall,0.5993923611111112,0.0706408844459713,10
minus_morphology_embedding,calibration_error,0.15259414422644585,0.07480624535323185,10
minus_morphology_embedding,early_warning_lead_time,0.7466096597222223,0.014241363999743866,10
minus_morphology_embedding,cross_morphology_generalization_gap,0.22688466666666668,0.0,10
minus_morphology_embedding,morphology_shift_detection,0.3138420443838338,0.006364950979213563,10
minus_morphology_embedding,failure_family_f1,0.28060522772898766,0.07667369946838999,10
minus_morphology_embedding,task_success,0.6796875,0.15752059919495934,10
minus_morphology_embedding,dominant_failure_rate,0.20199652777777777,0.09841522872391725,10
minus_morphology_embedding,safety_violation_rate,0.08480902777777778,0.041799454384501146,10
minus_morphology_embedding,intervention_cost,0.023547558771874998,0.0063562058725639015,10
minus_morphology_embedding,unnecessary_intervention_rate,0.0005208333333333333,0.00037619123779494113,10
minus_morphology_embedding,planning_regret_to_oracle,0.19923862288895147,0.032601393997546586,10
minus_morphology_embedding,robust_utility,0.26290163197045574,0.281438413564087,10
minus_online_correction,dominant_failure_accuracy,0.7395833333333334,0.0954706766425899,10
minus_online_correction,top2_failure_recall,0.8666666666666667,0.07028848225672817,10
minus_online_correction,calibration_error,0.2172114150796629,0.0705096699020625,10
minus_online_correction,early_warning_lead_time,0.7736891666666668,0.012494676068819443,10
minus_online_correction,cross_morphology_generalization_gap,0.13702833333333334,0.0,10
minus_online_correction,morphology_shift_detection,0.579053101144815,0.005070007272301552,10
minus_online_correction,failure_family_f1,0.5636187388999889,0.11433671999267658,10
minus_online_correction,task_success,0.6012152777777777,0.07780935846121653,10
minus_online_correction,dominant_failure_rate,0.11918402777777778,0.0646518076803438,10
minus_online_correction,safety_violation_rate,0.14149305555555555,0.028031353678546866,10
minus_online_correction,intervention_cost,0.01809122150208333,0.004947074574395075,10
minus_online_correction,unnecessary_intervention_rate,0.0001736111111111111,0.0003402777777777777,10
minus_online_correction,planning_regret_to_oracle,0.2092348059002667,0.02435808554549634,10
minus_online_correction,robust_utility,0.19463371233642335,0.11420513227954943,10
morphology_only,dominant_failure_accuracy,0.47855902777777776,0.12276648424946732,10
morphology_only,top2_failure_recall,0.5749131944444444,0.1223121386697053,10
morphology_only,calibration_error,0.2102146203114966,0.09015081690925354,10
morphology_only,early_warning_lead_time,0.7256127013888889,0.020301174644157313,10
morphology_only,cross_morphology_generalization_gap,0.134347,0.0,10
morphology_only,morphology_shift_detection,0.5845270270138371,0.0041299521675134095,10
morphology_only,failure_family_f1,0.3089091699746462,0.11095443418525318,10
morphology_only,task_success,0.5080729166666667,0.09772782319553003,10
morphology_only,dominant_failure_rate,0.27230902777777777,0.10738417955180748,10
morphology_only,safety_violation_rate,0.05538194444444444,0.04807359534819136,10
morphology_only,intervention_cost,0.016244178646527777,0.006239766630508694,10
morphology_only,unnecessary_intervention_rate,0.00026041666666666666,0.0003631401477247796,10
morphology_only,planning_regret_to_oracle,0.24352032872732132,0.02303710527973271,10
morphology_only,robust_utility,0.04989584071721835,0.1807211953571191,10
online_adaptation_only,dominant_failure_accuracy,0.35963541666666665,0.1266602612160404,10
online_adaptation_only,top2_failure_recall,0.52578125,0.07410110184899642,10
online_adaptation_only,calibration_error,0.15194664303565583,0.08317288406337772,10
online_adaptation_only,early_warning_lead_time,0.7458110208333334,0.01627273379382404,10
online_adaptation_only,cross_morphology_generalization_gap,0.19434933333333335,0.0,10
online_adaptation_only,morphology_shift_detection,0.5817457994417952,0.006362990347928917,10
online_adaptation_only,failure_family_f1,0.2169165818473854,0.08827201711269374,10
online_adaptation_only,task_success,0.7121527777777777,0.10275042963327884,10
online_adaptation_only,dominant_failure_rate,0.19661458333333334,0.10683411181312165,10
online_adaptation_only,safety_violation_rate,0.06779513888888888,0.051125061116797155,10
online_adaptation_only,intervention_cost,0.026623009450000002,0.005763668446422444,10
online_adaptation_only,unnecessary_intervention_rate,0.00026041666666666666,0.00025989144566300476,10
online_adaptation_only,planning_regret_to_oracle,0.1790685625551171,0.02636465948450426,10
online_adaptation_only,robust_utility,0.3392659166894935,0.22408501765760788,10
