stress_level,method,morphology,task,seed,task_success,dominant_failure_accuracy,dominant_failure_rate,safety_violation_rate,planning_regret_to_oracle
0.2,red_team_failure_retrieval,differential_drive,tight_turn_navigation,4,0.821429,0.625000,0.089286,0.000000,0.095327
0.2,red_team_failure_retrieval,differential_drive,tight_turn_navigation,5,0.714286,0.660714,0.107143,0.017857,0.107323
0.2,red_team_failure_retrieval,differential_drive,tight_turn_navigation,6,0.660714,0.482143,0.196429,0.035714,0.138735
0.2,red_team_failure_retrieval,differential_drive,payload_transport,0,0.767857,0.767857,0.071429,0.017857,0.085738
0.2,red_team_failure_retrieval,differential_drive,payload_transport,1,0.839286,0.642857,0.053571,0.035714,0.088239
0.2,red_team_failure_retrieval,differential_drive,payload_transport,2,0.607143,0.660714,0.142857,0.071429,0.121735
0.2,red_team_failure_retrieval,differential_drive,payload_transport,3,0.678571,0.625000,0.160714,0.035714,0.109100
0.2,red_team_failure_retrieval,differential_drive,payload_transport,4,0.785714,0.589286,0.125000,0.035714,0.108978
0.2,red_team_failure_retrieval,differential_drive,payload_transport,5,0.785714,0.589286,0.089286,0.017857,0.096115
0.2,red_team_failure_retrieval,differential_drive,payload_transport,6,0.821429,0.571429,0.071429,0.000000,0.073084
0.2,red_team_failure_retrieval,differential_drive,gap_or_step_crossing,0,0.732143,0.500000,0.142857,0.017857,0.114542
0.2,red_team_failure_retrieval,differential_drive,gap_or_step_crossing,1,0.678571,0.500000,0.196429,0.035714,0.136551
0.2,red_team_failure_retrieval,differential_drive,gap_or_step_crossing,2,0.732143,0.589286,0.160714,0.035714,0.124883
0.2,red_team_failure_retrieval,differential_drive,gap_or_step_crossing,3,0.696429,0.642857,0.178571,0.000000,0.125037
0.2,red_team_failure_retrieval,differential_drive,gap_or_step_crossing,4,0.642857,0.553571,0.214286,0.071429,0.144792
0.2,red_team_failure_retrieval,differential_drive,gap_or_step_crossing,5,0.732143,0.625000,0.142857,0.017857,0.118214
0.2,red_team_failure_retrieval,differential_drive,gap_or_step_crossing,6,0.571429,0.678571,0.125000,0.125000,0.132750
0.2,red_team_failure_retrieval,differential_drive,precision_contact_manipulation,0,0.767857,0.517857,0.178571,0.017857,0.103561
0.2,red_team_failure_retrieval,differential_drive,precision_contact_manipulation,1,0.785714,0.571429,0.125000,0.035714,0.103978
0.2,red_team_failure_retrieval,differential_drive,precision_contact_manipulation,2,0.785714,0.642857,0.125000,0.035714,0.100167
0.2,red_team_failure_retrieval,differential_drive,precision_contact_manipulation,3,0.589286,0.535714,0.303571,0.000000,0.157467
0.2,red_team_failure_retrieval,differential_drive,precision_contact_manipulation,4,0.678571,0.696429,0.071429,0.053571,0.117320
0.2,red_team_failure_retrieval,differential_drive,precision_contact_manipulation,5,0.750000,0.535714,0.125000,0.035714,0.117070
0.2,red_team_failure_retrieval,differential_drive,precision_contact_manipulation,6,0.607143,0.607143,0.160714,0.071429,0.134152
0.2,red_team_failure_retrieval,differential_drive,disturbance_recovery,0,0.803571,0.589286,0.107143,0.035714,0.101975
0.2,red_team_failure_retrieval,differential_drive,disturbance_recovery,1,0.642857,0.589286,0.196429,0.089286,0.151434
0.2,red_team_failure_retrieval,differential_drive,disturbance_recovery,2,0.696429,0.446429,0.178571,0.017857,0.129663
0.2,red_team_failure_retrieval,differential_drive,disturbance_recovery,3,0.678571,0.714286,0.125000,0.053571,0.117086
0.2,red_team_failure_retrieval,differential_drive,disturbance_recovery,4,0.696429,0.517857,0.089286,0.035714,0.126785
0.2,red_team_failure_retrieval,differential_drive,disturbance_recovery,5,0.660714,0.607143,0.178571,0.071429,0.145692
0.2,red_team_failure_retrieval,differential_drive,disturbance_recovery,6,0.678571,0.642857,0.107143,0.017857,0.110157
0.2,red_team_failure_retrieval,quadruped,tight_turn_navigation,0,0.875000,0.625000,0.071429,0.000000,0.085891
0.2,red_team_failure_retrieval,quadruped,tight_turn_navigation,1,0.714286,0.660714,0.125000,0.035714,0.108617
0.2,red_team_failure_retrieval,quadruped,tight_turn_navigation,2,0.678571,0.589286,0.160714,0.071429,0.135329
0.2,red_team_failure_retrieval,quadruped,tight_turn_navigation,3,0.714286,0.607143,0.125000,0.035714,0.116953
0.2,red_team_failure_retrieval,quadruped,tight_turn_navigation,4,0.732143,0.750000,0.071429,0.017857,0.094547
0.2,red_team_failure_retrieval,quadruped,tight_turn_navigation,5,0.803571,0.607143,0.071429,0.071429,0.099746
0.2,red_team_failure_retrieval,quadruped,tight_turn_navigation,6,0.750000,0.642857,0.071429,0.053571,0.112397
0.2,red_team_failure_retrieval,quadruped,payload_transport,0,0.660714,0.625000,0.178571,0.017857,0.114656
0.2,red_team_failure_retrieval,quadruped,payload_transport,1,0.767857,0.607143,0.125000,0.035714,0.104563
0.2,red_team_failure_retrieval,quadruped,payload_transport,2,0.607143,0.535714,0.214286,0.017857,0.140908
0.2,red_team_failure_retrieval,quadruped,payload_transport,3,0.642857,0.642857,0.196429,0.089286,0.146803
0.2,red_team_failure_retrieval,quadruped,payload_transport,4,0.821429,0.642857,0.142857,0.053571,0.106465
0.2,red_team_failure_retrieval,quadruped,payload_transport,5,0.625000,0.553571,0.267857,0.053571,0.152420
0.2,red_team_failure_retrieval,quadruped,payload_transport,6,0.678571,0.553571,0.160714,0.035714,0.133489
0.2,red_team_failure_retrieval,quadruped,gap_or_step_crossing,0,0.696429,0.642857,0.125000,0.053571,0.123335
0.2,red_team_failure_retrieval,quadruped,gap_or_step_crossing,1,0.839286,0.571429,0.089286,0.035714,0.104158
0.2,red_team_failure_retrieval,quadruped,gap_or_step_crossing,2,0.660714,0.660714,0.089286,0.035714,0.126516
0.2,red_team_failure_retrieval,quadruped,gap_or_step_crossing,3,0.714286,0.553571,0.160714,0.017857,0.126583
0.2,red_team_failure_retrieval,quadruped,gap_or_step_crossing,4,0.714286,0.642857,0.125000,0.035714,0.122656
0.2,red_team_failure_retrieval,quadruped,gap_or_step_crossing,5,0.696429,0.642857,0.160714,0.053571,0.135357
0.2,red_team_failure_retrieval,quadruped,gap_or_step_crossing,6,0.696429,0.607143,0.178571,0.107143,0.145501
0.2,red_team_failure_retrieval,quadruped,precision_contact_manipulation,0,0.625000,0.571429,0.178571,0.017857,0.141987
0.2,red_team_failure_retrieval,quadruped,precision_contact_manipulation,1,0.785714,0.517857,0.125000,0.035714,0.127230
0.2,red_team_failure_retrieval,quadruped,precision_contact_manipulation,2,0.785714,0.607143,0.107143,0.017857,0.111271
0.2,red_team_failure_retrieval,quadruped,precision_contact_manipulation,3,0.696429,0.589286,0.178571,0.071429,0.128828
0.2,red_team_failure_retrieval,quadruped,precision_contact_manipulation,4,0.696429,0.696429,0.160714,0.017857,0.119524
0.2,red_team_failure_retrieval,quadruped,precision_contact_manipulation,5,0.767857,0.660714,0.107143,0.089286,0.114382
0.2,red_team_failure_retrieval,quadruped,precision_contact_manipulation,6,0.750000,0.571429,0.142857,0.017857,0.114263
0.2,red_team_failure_retrieval,quadruped,disturbance_recovery,0,0.642857,0.696429,0.160714,0.017857,0.131338
0.2,red_team_failure_retrieval,quadruped,disturbance_recovery,1,0.678571,0.714286,0.107143,0.107143,0.121419
0.2,red_team_failure_retrieval,quadruped,disturbance_recovery,2,0.714286,0.625000,0.142857,0.071429,0.133149
0.2,red_team_failure_retrieval,quadruped,disturbance_recovery,3,0.767857,0.535714,0.125000,0.017857,0.128292
0.2,red_team_failure_retrieval,quadruped,disturbance_recovery,4,0.696429,0.625000,0.142857,0.035714,0.123523
0.2,red_team_failure_retrieval,quadruped,disturbance_recovery,5,0.839286,0.785714,0.035714,0.017857,0.083434
0.2,red_team_failure_retrieval,quadruped,disturbance_recovery,6,0.750000,0.660714,0.142857,0.053571,0.117771
0.2,red_team_failure_retrieval,arm_gripper,tight_turn_navigation,0,0.678571,0.607143,0.196429,0.053571,0.135126
0.2,red_team_failure_retrieval,arm_gripper,tight_turn_navigation,1,0.785714,0.482143,0.089286,0.053571,0.105844
0.2,red_team_failure_retrieval,arm_gripper,tight_turn_navigation,2,0.750000,0.625000,0.160714,0.089286,0.128473
0.2,red_team_failure_retrieval,arm_gripper,tight_turn_navigation,3,0.714286,0.571429,0.142857,0.107143,0.129350
0.2,red_team_failure_retrieval,arm_gripper,tight_turn_navigation,4,0.785714,0.732143,0.035714,0.035714,0.094614
0.2,red_team_failure_retrieval,arm_gripper,tight_turn_navigation,5,0.732143,0.642857,0.107143,0.089286,0.109038
0.2,red_team_failure_retrieval,arm_gripper,tight_turn_navigation,6,0.714286,0.571429,0.178571,0.053571,0.129434
0.2,red_team_failure_retrieval,arm_gripper,payload_transport,0,0.767857,0.589286,0.053571,0.017857,0.104559
0.2,red_team_failure_retrieval,arm_gripper,payload_transport,1,0.750000,0.589286,0.107143,0.017857,0.112909
0.2,red_team_failure_retrieval,arm_gripper,payload_transport,2,0.625000,0.660714,0.178571,0.107143,0.140230
0.2,red_team_failure_retrieval,arm_gripper,payload_transport,3,0.767857,0.642857,0.035714,0.017857,0.108727
0.2,red_team_failure_retrieval,arm_gripper,payload_transport,4,0.714286,0.750000,0.071429,0.035714,0.103337
0.2,red_team_failure_retrieval,arm_gripper,payload_transport,5,0.785714,0.517857,0.142857,0.017857,0.110211
0.2,red_team_failure_retrieval,arm_gripper,payload_transport,6,0.767857,0.642857,0.142857,0.089286,0.125870
0.2,red_team_failure_retrieval,arm_gripper,gap_or_step_crossing,0,0.732143,0.571429,0.107143,0.035714,0.120701
0.2,red_team_failure_retrieval,arm_gripper,gap_or_step_crossing,1,0.803571,0.553571,0.089286,0.035714,0.107824
0.2,red_team_failure_retrieval,arm_gripper,gap_or_step_crossing,2,0.696429,0.553571,0.125000,0.017857,0.117032
0.2,red_team_failure_retrieval,arm_gripper,gap_or_step_crossing,3,0.785714,0.642857,0.125000,0.017857,0.106713
0.2,red_team_failure_retrieval,arm_gripper,gap_or_step_crossing,4,0.696429,0.482143,0.160714,0.035714,0.133860
0.2,red_team_failure_retrieval,arm_gripper,gap_or_step_crossing,5,0.678571,0.625000,0.160714,0.017857,0.122265
0.2,red_team_failure_retrieval,arm_gripper,gap_or_step_crossing,6,0.732143,0.696429,0.125000,0.017857,0.119015
0.2,red_team_failure_retrieval,arm_gripper,precision_contact_manipulation,0,0.625000,0.625000,0.196429,0.089286,0.161160
0.2,red_team_failure_retrieval,arm_gripper,precision_contact_manipulation,1,0.750000,0.642857,0.089286,0.089286,0.119647
0.2,red_team_failure_retrieval,arm_gripper,precision_contact_manipulation,2,0.535714,0.642857,0.160714,0.107143,0.162348
0.2,red_team_failure_retrieval,arm_gripper,precision_contact_manipulation,3,0.714286,0.696429,0.160714,0.017857,0.129421
0.2,red_team_failure_retrieval,arm_gripper,precision_contact_manipulation,4,0.660714,0.553571,0.178571,0.071429,0.147241
0.2,red_team_failure_retrieval,arm_gripper,precision_contact_manipulation,5,0.517857,0.571429,0.267857,0.053571,0.169467
0.2,red_team_failure_retrieval,arm_gripper,precision_contact_manipulation,6,0.660714,0.642857,0.160714,0.071429,0.144899
0.2,red_team_failure_retrieval,arm_gripper,disturbance_recovery,0,0.625000,0.660714,0.196429,0.089286,0.153325
0.2,red_team_failure_retrieval,arm_gripper,disturbance_recovery,1,0.696429,0.553571,0.178571,0.035714,0.132543
0.2,red_team_failure_retrieval,arm_gripper,disturbance_recovery,2,0.571429,0.571429,0.178571,0.107143,0.170904
0.2,red_team_failure_retrieval,arm_gripper,disturbance_recovery,3,0.767857,0.553571,0.107143,0.053571,0.114844
0.2,red_team_failure_retrieval,arm_gripper,disturbance_recovery,4,0.750000,0.678571,0.107143,0.053571,0.107252
0.2,red_team_failure_retrieval,arm_gripper,disturbance_recovery,5,0.678571,0.678571,0.178571,0.089286,0.137756
0.2,red_team_failure_retrieval,arm_gripper,disturbance_recovery,6,0.678571,0.553571,0.142857,0.053571,0.131061
0.2,red_team_failure_retrieval,aerial_manipulator,tight_turn_navigation,0,0.625000,0.642857,0.142857,0.089286,0.142046
0.2,red_team_failure_retrieval,aerial_manipulator,tight_turn_navigation,1,0.625000,0.571429,0.196429,0.107143,0.155112
0.2,red_team_failure_retrieval,aerial_manipulator,tight_turn_navigation,2,0.660714,0.535714,0.196429,0.089286,0.147546
0.2,red_team_failure_retrieval,aerial_manipulator,tight_turn_navigation,3,0.678571,0.625000,0.089286,0.053571,0.118485
0.2,red_team_failure_retrieval,aerial_manipulator,tight_turn_navigation,4,0.750000,0.625000,0.089286,0.107143,0.123308
0.2,red_team_failure_retrieval,aerial_manipulator,tight_turn_navigation,5,0.678571,0.625000,0.125000,0.035714,0.131901
0.2,red_team_failure_retrieval,aerial_manipulator,tight_turn_navigation,6,0.607143,0.678571,0.142857,0.071429,0.137962
0.2,red_team_failure_retrieval,aerial_manipulator,payload_transport,0,0.714286,0.696429,0.125000,0.035714,0.121758
0.2,red_team_failure_retrieval,aerial_manipulator,payload_transport,1,0.642857,0.625000,0.125000,0.125000,0.155634
0.2,red_team_failure_retrieval,aerial_manipulator,payload_transport,2,0.642857,0.607143,0.178571,0.089286,0.143801
0.2,red_team_failure_retrieval,aerial_manipulator,payload_transport,3,0.696429,0.535714,0.160714,0.107143,0.140642
0.2,red_team_failure_retrieval,aerial_manipulator,payload_transport,4,0.607143,0.696429,0.160714,0.053571,0.137534
0.2,red_team_failure_retrieval,aerial_manipulator,payload_transport,5,0.714286,0.642857,0.107143,0.071429,0.126997
0.2,red_team_failure_retrieval,aerial_manipulator,payload_transport,6,0.625000,0.660714,0.178571,0.071429,0.137828
0.2,red_team_failure_retrieval,aerial_manipulator,gap_or_step_crossing,0,0.678571,0.589286,0.160714,0.107143,0.153708
0.2,red_team_failure_retrieval,aerial_manipulator,gap_or_step_crossing,1,0.642857,0.714286,0.160714,0.071429,0.143473
0.2,red_team_failure_retrieval,aerial_manipulator,gap_or_step_crossing,2,0.678571,0.660714,0.160714,0.035714,0.136332
0.2,red_team_failure_retrieval,aerial_manipulator,gap_or_step_crossing,3,0.714286,0.625000,0.196429,0.053571,0.139298
0.2,red_team_failure_retrieval,aerial_manipulator,gap_or_step_crossing,4,0.678571,0.571429,0.160714,0.053571,0.144018
0.2,red_team_failure_retrieval,aerial_manipulator,gap_or_step_crossing,5,0.678571,0.607143,0.125000,0.035714,0.132982
0.2,red_team_failure_retrieval,aerial_manipulator,gap_or_step_crossing,6,0.714286,0.660714,0.071429,0.000000,0.114752
0.2,red_team_failure_retrieval,aerial_manipulator,precision_contact_manipulation,0,0.678571,0.625000,0.142857,0.125000,0.156424
0.2,red_team_failure_retrieval,aerial_manipulator,precision_contact_manipulation,1,0.642857,0.660714,0.214286,0.053571,0.134776
0.2,red_team_failure_retrieval,aerial_manipulator,precision_contact_manipulation,2,0.732143,0.607143,0.089286,0.107143,0.132455
0.2,red_team_failure_retrieval,aerial_manipulator,precision_contact_manipulation,3,0.750000,0.482143,0.178571,0.071429,0.145146
0.2,red_team_failure_retrieval,aerial_manipulator,precision_contact_manipulation,4,0.607143,0.625000,0.160714,0.071429,0.135154
0.2,red_team_failure_retrieval,aerial_manipulator,precision_contact_manipulation,5,0.750000,0.660714,0.071429,0.035714,0.118659
0.2,red_team_failure_retrieval,aerial_manipulator,precision_contact_manipulation,6,0.625000,0.589286,0.160714,0.089286,0.162671
0.2,red_team_failure_retrieval,aerial_manipulator,disturbance_recovery,0,0.660714,0.446429,0.142857,0.089286,0.158838
0.2,red_team_failure_retrieval,aerial_manipulator,disturbance_recovery,1,0.660714,0.517857,0.214286,0.053571,0.157818
0.2,red_team_failure_retrieval,aerial_manipulator,disturbance_recovery,2,0.571429,0.642857,0.160714,0.089286,0.158198
0.2,red_team_failure_retrieval,aerial_manipulator,disturbance_recovery,3,0.750000,0.535714,0.107143,0.053571,0.142031
0.2,red_team_failure_retrieval,aerial_manipulator,disturbance_recovery,4,0.696429,0.571429,0.125000,0.053571,0.133978
0.2,red_team_failure_retrieval,aerial_manipulator,disturbance_recovery,5,0.732143,0.625000,0.107143,0.071429,0.137010
0.2,red_team_failure_retrieval,aerial_manipulator,disturbance_recovery,6,0.589286,0.553571,0.178571,0.107143,0.159621
0.2,red_team_failure_retrieval,underwater_vehicle,tight_turn_navigation,0,0.732143,0.571429,0.178571,0.000000,0.115857
0.2,red_team_failure_retrieval,underwater_vehicle,tight_turn_navigation,1,0.714286,0.607143,0.160714,0.053571,0.126550
0.2,red_team_failure_retrieval,underwater_vehicle,tight_turn_navigation,2,0.821429,0.625000,0.125000,0.017857,0.108708
0.2,red_team_failure_retrieval,underwater_vehicle,tight_turn_navigation,3,0.714286,0.589286,0.160714,0.053571,0.131565
0.2,red_team_failure_retrieval,underwater_vehicle,tight_turn_navigation,4,0.696429,0.696429,0.107143,0.089286,0.127011
0.2,red_team_failure_retrieval,underwater_vehicle,tight_turn_navigation,5,0.678571,0.589286,0.160714,0.089286,0.136067
0.2,red_team_failure_retrieval,underwater_vehicle,tight_turn_navigation,6,0.732143,0.678571,0.142857,0.000000,0.099636
0.2,red_team_failure_retrieval,underwater_vehicle,payload_transport,0,0.625000,0.553571,0.196429,0.125000,0.156905
0.2,red_team_failure_retrieval,underwater_vehicle,payload_transport,1,0.625000,0.696429,0.178571,0.053571,0.140080
0.2,red_team_failure_retrieval,underwater_vehicle,payload_transport,2,0.678571,0.553571,0.196429,0.035714,0.135401
0.2,red_team_failure_retrieval,underwater_vehicle,payload_transport,3,0.750000,0.625000,0.071429,0.089286,0.106287
0.2,red_team_failure_retrieval,underwater_vehicle,payload_transport,4,0.678571,0.625000,0.142857,0.035714,0.128145
0.2,red_team_failure_retrieval,underwater_vehicle,payload_transport,5,0.642857,0.625000,0.196429,0.089286,0.157904
0.2,red_team_failure_retrieval,underwater_vehicle,payload_transport,6,0.732143,0.517857,0.196429,0.017857,0.133756
0.2,red_team_failure_retrieval,underwater_vehicle,gap_or_step_crossing,0,0.625000,0.625000,0.178571,0.089286,0.150779
0.2,red_team_failure_retrieval,underwater_vehicle,gap_or_step_crossing,1,0.803571,0.571429,0.107143,0.053571,0.106707
0.2,red_team_failure_retrieval,underwater_vehicle,gap_or_step_crossing,2,0.642857,0.553571,0.160714,0.071429,0.143121
0.2,red_team_failure_retrieval,underwater_vehicle,gap_or_step_crossing,3,0.571429,0.571429,0.232143,0.089286,0.154285
0.2,red_team_failure_retrieval,underwater_vehicle,gap_or_step_crossing,4,0.696429,0.571429,0.160714,0.053571,0.136113
0.2,red_team_failure_retrieval,underwater_vehicle,gap_or_step_crossing,5,0.607143,0.625000,0.160714,0.071429,0.150214
0.2,red_team_failure_retrieval,underwater_vehicle,gap_or_step_crossing,6,0.660714,0.500000,0.214286,0.178571,0.174608
0.2,red_team_failure_retrieval,underwater_vehicle,precision_contact_manipulation,0,0.607143,0.642857,0.160714,0.071429,0.136381
0.2,red_team_failure_retrieval,underwater_vehicle,precision_contact_manipulation,1,0.732143,0.571429,0.089286,0.017857,0.124039
0.2,red_team_failure_retrieval,underwater_vehicle,precision_contact_manipulation,2,0.678571,0.446429,0.160714,0.053571,0.144899
0.2,red_team_failure_retrieval,underwater_vehicle,precision_contact_manipulation,3,0.678571,0.625000,0.160714,0.035714,0.133003
0.2,red_team_failure_retrieval,underwater_vehicle,precision_contact_manipulation,4,0.589286,0.607143,0.178571,0.089286,0.153902
0.2,red_team_failure_retrieval,underwater_vehicle,precision_contact_manipulation,5,0.750000,0.678571,0.089286,0.000000,0.098618
0.2,red_team_failure_retrieval,underwater_vehicle,precision_contact_manipulation,6,0.714286,0.482143,0.214286,0.089286,0.145960
0.2,red_team_failure_retrieval,underwater_vehicle,disturbance_recovery,0,0.732143,0.571429,0.160714,0.071429,0.133305
0.2,red_team_failure_retrieval,underwater_vehicle,disturbance_recovery,1,0.696429,0.660714,0.125000,0.107143,0.134366
0.2,red_team_failure_retrieval,underwater_vehicle,disturbance_recovery,2,0.696429,0.589286,0.089286,0.107143,0.124874
0.2,red_team_failure_retrieval,underwater_vehicle,disturbance_recovery,3,0.785714,0.607143,0.107143,0.107143,0.128031
0.2,red_team_failure_retrieval,underwater_vehicle,disturbance_recovery,4,0.750000,0.714286,0.071429,0.035714,0.114453
0.2,red_team_failure_retrieval,underwater_vehicle,disturbance_recovery,5,0.750000,0.589286,0.125000,0.196429,0.136986
0.2,red_team_failure_retrieval,underwater_vehicle,disturbance_recovery,6,0.696429,0.607143,0.107143,0.071429,0.126246
0.2,proposed_failure_predictive_morphology,differential_drive,tight_turn_navigation,0,0.892857,0.714286,0.000000,0.000000,0.069325
0.2,proposed_failure_predictive_morphology,differential_drive,tight_turn_navigation,1,0.750000,0.732143,0.107143,0.053571,0.109780
0.2,proposed_failure_predictive_morphology,differential_drive,tight_turn_navigation,2,0.750000,0.714286,0.125000,0.017857,0.102599
0.2,proposed_failure_predictive_morphology,differential_drive,tight_turn_navigation,3,0.732143,0.785714,0.089286,0.017857,0.100560
0.2,proposed_failure_predictive_morphology,differential_drive,tight_turn_navigation,4,0.767857,0.821429,0.107143,0.053571,0.093284
0.2,proposed_failure_predictive_morphology,differential_drive,tight_turn_navigation,5,0.732143,0.714286,0.107143,0.035714,0.109026
0.2,proposed_failure_predictive_morphology,differential_drive,tight_turn_navigation,6,0.696429,0.750000,0.089286,0.071429,0.094500
0.2,proposed_failure_predictive_morphology,differential_drive,payload_transport,0,0.892857,0.732143,0.035714,0.017857,0.076827
0.2,proposed_failure_predictive_morphology,differential_drive,payload_transport,1,0.714286,0.571429,0.142857,0.053571,0.115348
0.2,proposed_failure_predictive_morphology,differential_drive,payload_transport,2,0.767857,0.660714,0.107143,0.035714,0.100208
0.2,proposed_failure_predictive_morphology,differential_drive,payload_transport,3,0.875000,0.678571,0.017857,0.035714,0.080898
0.2,proposed_failure_predictive_morphology,differential_drive,payload_transport,4,0.678571,0.803571,0.125000,0.053571,0.102823
0.2,proposed_failure_predictive_morphology,differential_drive,payload_transport,5,0.839286,0.803571,0.053571,0.035714,0.073305
0.2,proposed_failure_predictive_morphology,differential_drive,payload_transport,6,0.803571,0.696429,0.107143,0.035714,0.094810
0.2,proposed_failure_predictive_morphology,differential_drive,gap_or_step_crossing,0,0.732143,0.642857,0.089286,0.035714,0.115823
0.2,proposed_failure_predictive_morphology,differential_drive,gap_or_step_crossing,1,0.660714,0.803571,0.053571,0.035714,0.101081
0.2,proposed_failure_predictive_morphology,differential_drive,gap_or_step_crossing,2,0.785714,0.767857,0.053571,0.053571,0.098579
0.2,proposed_failure_predictive_morphology,differential_drive,gap_or_step_crossing,3,0.714286,0.732143,0.125000,0.017857,0.107216
0.2,proposed_failure_predictive_morphology,differential_drive,gap_or_step_crossing,4,0.642857,0.696429,0.160714,0.017857,0.129622
0.2,proposed_failure_predictive_morphology,differential_drive,gap_or_step_crossing,5,0.678571,0.750000,0.160714,0.035714,0.119468
0.2,proposed_failure_predictive_morphology,differential_drive,gap_or_step_crossing,6,0.785714,0.750000,0.017857,0.035714,0.098557
0.2,proposed_failure_predictive_morphology,differential_drive,precision_contact_manipulation,0,0.803571,0.660714,0.071429,0.017857,0.089262
0.2,proposed_failure_predictive_morphology,differential_drive,precision_contact_manipulation,1,0.714286,0.642857,0.125000,0.035714,0.115364
0.2,proposed_failure_predictive_morphology,differential_drive,precision_contact_manipulation,2,0.785714,0.750000,0.053571,0.017857,0.092358
0.2,proposed_failure_predictive_morphology,differential_drive,precision_contact_manipulation,3,0.750000,0.678571,0.107143,0.017857,0.110271
0.2,proposed_failure_predictive_morphology,differential_drive,precision_contact_manipulation,4,0.732143,0.767857,0.053571,0.035714,0.102125
0.2,proposed_failure_predictive_morphology,differential_drive,precision_contact_manipulation,5,0.678571,0.714286,0.125000,0.053571,0.110718
0.2,proposed_failure_predictive_morphology,differential_drive,precision_contact_manipulation,6,0.732143,0.785714,0.071429,0.053571,0.099368
0.2,proposed_failure_predictive_morphology,differential_drive,disturbance_recovery,0,0.678571,0.750000,0.107143,0.053571,0.109297
0.2,proposed_failure_predictive_morphology,differential_drive,disturbance_recovery,1,0.803571,0.625000,0.089286,0.017857,0.100567
0.2,proposed_failure_predictive_morphology,differential_drive,disturbance_recovery,2,0.732143,0.785714,0.071429,0.035714,0.100805
0.2,proposed_failure_predictive_morphology,differential_drive,disturbance_recovery,3,0.660714,0.732143,0.142857,0.017857,0.113000
0.2,proposed_failure_predictive_morphology,differential_drive,disturbance_recovery,4,0.732143,0.803571,0.125000,0.035714,0.109789
0.2,proposed_failure_predictive_morphology,differential_drive,disturbance_recovery,5,0.625000,0.767857,0.125000,0.089286,0.141024
0.2,proposed_failure_predictive_morphology,differential_drive,disturbance_recovery,6,0.678571,0.750000,0.125000,0.053571,0.112148
0.2,proposed_failure_predictive_morphology,quadruped,tight_turn_navigation,0,0.642857,0.625000,0.196429,0.178571,0.156478
0.2,proposed_failure_predictive_morphology,quadruped,tight_turn_navigation,1,0.678571,0.785714,0.071429,0.035714,0.118170
0.2,proposed_failure_predictive_morphology,quadruped,tight_turn_navigation,2,0.750000,0.750000,0.089286,0.035714,0.104743
0.2,proposed_failure_predictive_morphology,quadruped,tight_turn_navigation,3,0.660714,0.767857,0.071429,0.071429,0.116159
0.2,proposed_failure_predictive_morphology,quadruped,tight_turn_navigation,4,0.714286,0.767857,0.107143,0.017857,0.109204
0.2,proposed_failure_predictive_morphology,quadruped,tight_turn_navigation,5,0.767857,0.678571,0.053571,0.000000,0.092557
0.2,proposed_failure_predictive_morphology,quadruped,tight_turn_navigation,6,0.678571,0.660714,0.142857,0.035714,0.113756
0.2,proposed_failure_predictive_morphology,quadruped,payload_transport,0,0.732143,0.660714,0.125000,0.035714,0.110597
0.2,proposed_failure_predictive_morphology,quadruped,payload_transport,1,0.660714,0.678571,0.107143,0.017857,0.106919
0.2,proposed_failure_predictive_morphology,quadruped,payload_transport,2,0.660714,0.785714,0.107143,0.017857,0.108308
0.2,proposed_failure_predictive_morphology,quadruped,payload_transport,3,0.714286,0.732143,0.053571,0.053571,0.099675
0.2,proposed_failure_predictive_morphology,quadruped,payload_transport,4,0.732143,0.732143,0.071429,0.017857,0.098341
0.2,proposed_failure_predictive_morphology,quadruped,payload_transport,5,0.767857,0.678571,0.089286,0.035714,0.107247
0.2,proposed_failure_predictive_morphology,quadruped,payload_transport,6,0.767857,0.660714,0.107143,0.017857,0.102980
0.2,proposed_failure_predictive_morphology,quadruped,gap_or_step_crossing,0,0.857143,0.732143,0.053571,0.017857,0.089646
0.2,proposed_failure_predictive_morphology,quadruped,gap_or_step_crossing,1,0.732143,0.696429,0.107143,0.053571,0.117086
0.2,proposed_failure_predictive_morphology,quadruped,gap_or_step_crossing,2,0.678571,0.732143,0.053571,0.071429,0.118193
0.2,proposed_failure_predictive_morphology,quadruped,gap_or_step_crossing,3,0.750000,0.732143,0.107143,0.035714,0.101832
0.2,proposed_failure_predictive_morphology,quadruped,gap_or_step_crossing,4,0.732143,0.750000,0.089286,0.089286,0.113571
0.2,proposed_failure_predictive_morphology,quadruped,gap_or_step_crossing,5,0.714286,0.785714,0.089286,0.071429,0.123477
0.2,proposed_failure_predictive_morphology,quadruped,gap_or_step_crossing,6,0.732143,0.678571,0.125000,0.053571,0.116105
0.2,proposed_failure_predictive_morphology,quadruped,precision_contact_manipulation,0,0.839286,0.750000,0.035714,0.035714,0.095097
0.2,proposed_failure_predictive_morphology,quadruped,precision_contact_manipulation,1,0.696429,0.696429,0.125000,0.071429,0.124780
0.2,proposed_failure_predictive_morphology,quadruped,precision_contact_manipulation,2,0.625000,0.642857,0.107143,0.053571,0.126875
0.2,proposed_failure_predictive_morphology,quadruped,precision_contact_manipulation,3,0.732143,0.678571,0.125000,0.071429,0.116299
0.2,proposed_failure_predictive_morphology,quadruped,precision_contact_manipulation,4,0.750000,0.803571,0.053571,0.142857,0.110837
