stress_level,method,morphology,task,seed,task_success,dominant_failure_accuracy,dominant_failure_rate,safety_violation_rate,planning_regret_to_oracle
0.0,per_morphology_calibrated_predictor,quadruped,tight_turn_navigation,5,0.607143,0.535714,0.232143,0.071429,0.164823
0.0,per_morphology_calibrated_predictor,quadruped,tight_turn_navigation,6,0.678571,0.535714,0.214286,0.035714,0.153560
0.0,per_morphology_calibrated_predictor,quadruped,payload_transport,0,0.732143,0.553571,0.125000,0.071429,0.129624
0.0,per_morphology_calibrated_predictor,quadruped,payload_transport,1,0.732143,0.571429,0.125000,0.125000,0.131867
0.0,per_morphology_calibrated_predictor,quadruped,payload_transport,2,0.660714,0.428571,0.178571,0.053571,0.142396
0.0,per_morphology_calibrated_predictor,quadruped,payload_transport,3,0.750000,0.678571,0.053571,0.089286,0.117609
0.0,per_morphology_calibrated_predictor,quadruped,payload_transport,4,0.607143,0.660714,0.160714,0.071429,0.141873
0.0,per_morphology_calibrated_predictor,quadruped,payload_transport,5,0.535714,0.625000,0.214286,0.142857,0.168853
0.0,per_morphology_calibrated_predictor,quadruped,payload_transport,6,0.785714,0.517857,0.125000,0.017857,0.116405
0.0,per_morphology_calibrated_predictor,quadruped,gap_or_step_crossing,0,0.696429,0.589286,0.107143,0.053571,0.140897
0.0,per_morphology_calibrated_predictor,quadruped,gap_or_step_crossing,1,0.553571,0.535714,0.196429,0.071429,0.170593
0.0,per_morphology_calibrated_predictor,quadruped,gap_or_step_crossing,2,0.767857,0.553571,0.160714,0.142857,0.156089
0.0,per_morphology_calibrated_predictor,quadruped,gap_or_step_crossing,3,0.678571,0.607143,0.142857,0.053571,0.153493
0.0,per_morphology_calibrated_predictor,quadruped,gap_or_step_crossing,4,0.625000,0.464286,0.250000,0.107143,0.181574
0.0,per_morphology_calibrated_predictor,quadruped,gap_or_step_crossing,5,0.642857,0.410714,0.214286,0.035714,0.164340
0.0,per_morphology_calibrated_predictor,quadruped,gap_or_step_crossing,6,0.714286,0.535714,0.125000,0.017857,0.136386
0.0,per_morphology_calibrated_predictor,quadruped,precision_contact_manipulation,0,0.678571,0.553571,0.196429,0.107143,0.160434
0.0,per_morphology_calibrated_predictor,quadruped,precision_contact_manipulation,1,0.642857,0.500000,0.160714,0.107143,0.158299
0.0,per_morphology_calibrated_predictor,quadruped,precision_contact_manipulation,2,0.732143,0.607143,0.142857,0.089286,0.150294
0.0,per_morphology_calibrated_predictor,quadruped,precision_contact_manipulation,3,0.607143,0.571429,0.214286,0.053571,0.160737
0.0,per_morphology_calibrated_predictor,quadruped,precision_contact_manipulation,4,0.589286,0.517857,0.214286,0.160714,0.183026
0.0,per_morphology_calibrated_predictor,quadruped,precision_contact_manipulation,5,0.696429,0.482143,0.160714,0.053571,0.148603
0.0,per_morphology_calibrated_predictor,quadruped,precision_contact_manipulation,6,0.750000,0.607143,0.125000,0.035714,0.132347
0.0,per_morphology_calibrated_predictor,quadruped,disturbance_recovery,0,0.750000,0.553571,0.125000,0.107143,0.139627
0.0,per_morphology_calibrated_predictor,quadruped,disturbance_recovery,1,0.678571,0.553571,0.125000,0.142857,0.154886
0.0,per_morphology_calibrated_predictor,quadruped,disturbance_recovery,2,0.660714,0.428571,0.267857,0.071429,0.169727
0.0,per_morphology_calibrated_predictor,quadruped,disturbance_recovery,3,0.625000,0.660714,0.107143,0.053571,0.147505
0.0,per_morphology_calibrated_predictor,quadruped,disturbance_recovery,4,0.785714,0.446429,0.160714,0.071429,0.146522
0.0,per_morphology_calibrated_predictor,quadruped,disturbance_recovery,5,0.696429,0.464286,0.178571,0.035714,0.152363
0.0,per_morphology_calibrated_predictor,quadruped,disturbance_recovery,6,0.678571,0.464286,0.196429,0.142857,0.175983
0.0,per_morphology_calibrated_predictor,arm_gripper,tight_turn_navigation,0,0.678571,0.410714,0.196429,0.053571,0.147672
0.0,per_morphology_calibrated_predictor,arm_gripper,tight_turn_navigation,1,0.607143,0.553571,0.214286,0.071429,0.158107
0.0,per_morphology_calibrated_predictor,arm_gripper,tight_turn_navigation,2,0.750000,0.446429,0.160714,0.035714,0.133787
0.0,per_morphology_calibrated_predictor,arm_gripper,tight_turn_navigation,3,0.589286,0.553571,0.196429,0.125000,0.165828
0.0,per_morphology_calibrated_predictor,arm_gripper,tight_turn_navigation,4,0.714286,0.535714,0.142857,0.107143,0.135557
0.0,per_morphology_calibrated_predictor,arm_gripper,tight_turn_navigation,5,0.678571,0.589286,0.125000,0.107143,0.137107
0.0,per_morphology_calibrated_predictor,arm_gripper,tight_turn_navigation,6,0.714286,0.678571,0.125000,0.053571,0.131826
0.0,per_morphology_calibrated_predictor,arm_gripper,payload_transport,0,0.696429,0.589286,0.160714,0.142857,0.150291
0.0,per_morphology_calibrated_predictor,arm_gripper,payload_transport,1,0.678571,0.589286,0.142857,0.107143,0.146622
0.0,per_morphology_calibrated_predictor,arm_gripper,payload_transport,2,0.642857,0.464286,0.214286,0.178571,0.178836
0.0,per_morphology_calibrated_predictor,arm_gripper,payload_transport,3,0.607143,0.464286,0.250000,0.071429,0.167036
0.0,per_morphology_calibrated_predictor,arm_gripper,payload_transport,4,0.642857,0.553571,0.196429,0.089286,0.162797
0.0,per_morphology_calibrated_predictor,arm_gripper,payload_transport,5,0.696429,0.571429,0.160714,0.142857,0.149795
0.0,per_morphology_calibrated_predictor,arm_gripper,payload_transport,6,0.625000,0.625000,0.196429,0.071429,0.154415
0.0,per_morphology_calibrated_predictor,arm_gripper,gap_or_step_crossing,0,0.696429,0.625000,0.125000,0.035714,0.142111
0.0,per_morphology_calibrated_predictor,arm_gripper,gap_or_step_crossing,1,0.660714,0.464286,0.160714,0.053571,0.151906
0.0,per_morphology_calibrated_predictor,arm_gripper,gap_or_step_crossing,2,0.553571,0.482143,0.232143,0.142857,0.181282
0.0,per_morphology_calibrated_predictor,arm_gripper,gap_or_step_crossing,3,0.750000,0.625000,0.089286,0.089286,0.139436
0.0,per_morphology_calibrated_predictor,arm_gripper,gap_or_step_crossing,4,0.642857,0.696429,0.107143,0.160714,0.158491
0.0,per_morphology_calibrated_predictor,arm_gripper,gap_or_step_crossing,5,0.607143,0.446429,0.232143,0.142857,0.185818
0.0,per_morphology_calibrated_predictor,arm_gripper,gap_or_step_crossing,6,0.696429,0.607143,0.160714,0.053571,0.146461
0.0,per_morphology_calibrated_predictor,arm_gripper,precision_contact_manipulation,0,0.589286,0.535714,0.178571,0.071429,0.179244
0.0,per_morphology_calibrated_predictor,arm_gripper,precision_contact_manipulation,1,0.678571,0.553571,0.196429,0.125000,0.173722
0.0,per_morphology_calibrated_predictor,arm_gripper,precision_contact_manipulation,2,0.660714,0.535714,0.160714,0.160714,0.174433
0.0,per_morphology_calibrated_predictor,arm_gripper,precision_contact_manipulation,3,0.589286,0.589286,0.142857,0.142857,0.171003
0.0,per_morphology_calibrated_predictor,arm_gripper,precision_contact_manipulation,4,0.535714,0.553571,0.285714,0.142857,0.203925
0.0,per_morphology_calibrated_predictor,arm_gripper,precision_contact_manipulation,5,0.696429,0.642857,0.107143,0.089286,0.156137
0.0,per_morphology_calibrated_predictor,arm_gripper,precision_contact_manipulation,6,0.625000,0.571429,0.214286,0.160714,0.186855
0.0,per_morphology_calibrated_predictor,arm_gripper,disturbance_recovery,0,0.571429,0.535714,0.160714,0.089286,0.165492
0.0,per_morphology_calibrated_predictor,arm_gripper,disturbance_recovery,1,0.660714,0.589286,0.142857,0.107143,0.156014
0.0,per_morphology_calibrated_predictor,arm_gripper,disturbance_recovery,2,0.642857,0.464286,0.267857,0.017857,0.165117
0.0,per_morphology_calibrated_predictor,arm_gripper,disturbance_recovery,3,0.678571,0.607143,0.125000,0.107143,0.146339
0.0,per_morphology_calibrated_predictor,arm_gripper,disturbance_recovery,4,0.660714,0.482143,0.178571,0.107143,0.167635
0.0,per_morphology_calibrated_predictor,arm_gripper,disturbance_recovery,5,0.678571,0.464286,0.178571,0.089286,0.159452
0.0,per_morphology_calibrated_predictor,arm_gripper,disturbance_recovery,6,0.678571,0.660714,0.125000,0.053571,0.143624
0.0,per_morphology_calibrated_predictor,aerial_manipulator,tight_turn_navigation,0,0.625000,0.517857,0.196429,0.071429,0.168303
0.0,per_morphology_calibrated_predictor,aerial_manipulator,tight_turn_navigation,1,0.553571,0.571429,0.214286,0.071429,0.174830
0.0,per_morphology_calibrated_predictor,aerial_manipulator,tight_turn_navigation,2,0.660714,0.607143,0.160714,0.089286,0.152211
0.0,per_morphology_calibrated_predictor,aerial_manipulator,tight_turn_navigation,3,0.678571,0.482143,0.232143,0.142857,0.171223
0.0,per_morphology_calibrated_predictor,aerial_manipulator,tight_turn_navigation,4,0.732143,0.571429,0.125000,0.089286,0.143955
0.0,per_morphology_calibrated_predictor,aerial_manipulator,tight_turn_navigation,5,0.785714,0.607143,0.071429,0.107143,0.127211
0.0,per_morphology_calibrated_predictor,aerial_manipulator,tight_turn_navigation,6,0.732143,0.428571,0.214286,0.089286,0.158138
0.0,per_morphology_calibrated_predictor,aerial_manipulator,payload_transport,0,0.803571,0.607143,0.071429,0.142857,0.144078
0.0,per_morphology_calibrated_predictor,aerial_manipulator,payload_transport,1,0.625000,0.446429,0.250000,0.107143,0.194425
0.0,per_morphology_calibrated_predictor,aerial_manipulator,payload_transport,2,0.642857,0.642857,0.125000,0.125000,0.160257
0.0,per_morphology_calibrated_predictor,aerial_manipulator,payload_transport,3,0.678571,0.446429,0.178571,0.250000,0.196492
0.0,per_morphology_calibrated_predictor,aerial_manipulator,payload_transport,4,0.696429,0.464286,0.160714,0.214286,0.182857
0.0,per_morphology_calibrated_predictor,aerial_manipulator,payload_transport,5,0.750000,0.607143,0.125000,0.178571,0.158767
0.0,per_morphology_calibrated_predictor,aerial_manipulator,payload_transport,6,0.803571,0.410714,0.089286,0.017857,0.134817
0.0,per_morphology_calibrated_predictor,aerial_manipulator,gap_or_step_crossing,0,0.660714,0.535714,0.232143,0.160714,0.187706
0.0,per_morphology_calibrated_predictor,aerial_manipulator,gap_or_step_crossing,1,0.660714,0.464286,0.214286,0.142857,0.193068
0.0,per_morphology_calibrated_predictor,aerial_manipulator,gap_or_step_crossing,2,0.589286,0.410714,0.250000,0.053571,0.188314
0.0,per_morphology_calibrated_predictor,aerial_manipulator,gap_or_step_crossing,3,0.571429,0.589286,0.160714,0.035714,0.170401
0.0,per_morphology_calibrated_predictor,aerial_manipulator,gap_or_step_crossing,4,0.589286,0.500000,0.196429,0.142857,0.185442
0.0,per_morphology_calibrated_predictor,aerial_manipulator,gap_or_step_crossing,5,0.625000,0.464286,0.178571,0.053571,0.167783
0.0,per_morphology_calibrated_predictor,aerial_manipulator,gap_or_step_crossing,6,0.642857,0.678571,0.125000,0.142857,0.162062
0.0,per_morphology_calibrated_predictor,aerial_manipulator,precision_contact_manipulation,0,0.696429,0.428571,0.142857,0.125000,0.170532
0.0,per_morphology_calibrated_predictor,aerial_manipulator,precision_contact_manipulation,1,0.696429,0.535714,0.125000,0.107143,0.163804
0.0,per_morphology_calibrated_predictor,aerial_manipulator,precision_contact_manipulation,2,0.660714,0.571429,0.125000,0.142857,0.178068
0.0,per_morphology_calibrated_predictor,aerial_manipulator,precision_contact_manipulation,3,0.625000,0.482143,0.250000,0.160714,0.202280
0.0,per_morphology_calibrated_predictor,aerial_manipulator,precision_contact_manipulation,4,0.678571,0.446429,0.214286,0.142857,0.186582
0.0,per_morphology_calibrated_predictor,aerial_manipulator,precision_contact_manipulation,5,0.589286,0.553571,0.178571,0.089286,0.180232
0.0,per_morphology_calibrated_predictor,aerial_manipulator,precision_contact_manipulation,6,0.696429,0.428571,0.214286,0.089286,0.186094
0.0,per_morphology_calibrated_predictor,aerial_manipulator,disturbance_recovery,0,0.517857,0.500000,0.285714,0.107143,0.211488
0.0,per_morphology_calibrated_predictor,aerial_manipulator,disturbance_recovery,1,0.589286,0.500000,0.196429,0.178571,0.199347
0.0,per_morphology_calibrated_predictor,aerial_manipulator,disturbance_recovery,2,0.660714,0.714286,0.089286,0.125000,0.156474
0.0,per_morphology_calibrated_predictor,aerial_manipulator,disturbance_recovery,3,0.607143,0.392857,0.232143,0.089286,0.197289
0.0,per_morphology_calibrated_predictor,aerial_manipulator,disturbance_recovery,4,0.660714,0.589286,0.232143,0.142857,0.193424
0.0,per_morphology_calibrated_predictor,aerial_manipulator,disturbance_recovery,5,0.607143,0.607143,0.142857,0.160714,0.177364
0.0,per_morphology_calibrated_predictor,aerial_manipulator,disturbance_recovery,6,0.678571,0.678571,0.160714,0.089286,0.162982
0.0,per_morphology_calibrated_predictor,underwater_vehicle,tight_turn_navigation,0,0.678571,0.571429,0.178571,0.053571,0.149241
0.0,per_morphology_calibrated_predictor,underwater_vehicle,tight_turn_navigation,1,0.589286,0.464286,0.250000,0.142857,0.184275
0.0,per_morphology_calibrated_predictor,underwater_vehicle,tight_turn_navigation,2,0.696429,0.500000,0.196429,0.125000,0.164623
0.0,per_morphology_calibrated_predictor,underwater_vehicle,tight_turn_navigation,3,0.607143,0.625000,0.142857,0.125000,0.158634
0.0,per_morphology_calibrated_predictor,underwater_vehicle,tight_turn_navigation,4,0.696429,0.589286,0.089286,0.107143,0.137609
0.0,per_morphology_calibrated_predictor,underwater_vehicle,tight_turn_navigation,5,0.607143,0.625000,0.142857,0.071429,0.152078
0.0,per_morphology_calibrated_predictor,underwater_vehicle,tight_turn_navigation,6,0.642857,0.446429,0.285714,0.071429,0.175728
0.0,per_morphology_calibrated_predictor,underwater_vehicle,payload_transport,0,0.660714,0.625000,0.125000,0.107143,0.147849
0.0,per_morphology_calibrated_predictor,underwater_vehicle,payload_transport,1,0.696429,0.553571,0.142857,0.125000,0.157217
0.0,per_morphology_calibrated_predictor,underwater_vehicle,payload_transport,2,0.660714,0.517857,0.196429,0.089286,0.166482
0.0,per_morphology_calibrated_predictor,underwater_vehicle,payload_transport,3,0.714286,0.642857,0.071429,0.125000,0.138130
0.0,per_morphology_calibrated_predictor,underwater_vehicle,payload_transport,4,0.642857,0.571429,0.142857,0.107143,0.155859
0.0,per_morphology_calibrated_predictor,underwater_vehicle,payload_transport,5,0.696429,0.625000,0.142857,0.089286,0.145581
0.0,per_morphology_calibrated_predictor,underwater_vehicle,payload_transport,6,0.767857,0.517857,0.160714,0.035714,0.141958
0.0,per_morphology_calibrated_predictor,underwater_vehicle,gap_or_step_crossing,0,0.642857,0.428571,0.196429,0.089286,0.174713
0.0,per_morphology_calibrated_predictor,underwater_vehicle,gap_or_step_crossing,1,0.821429,0.517857,0.089286,0.089286,0.141234
0.0,per_morphology_calibrated_predictor,underwater_vehicle,gap_or_step_crossing,2,0.607143,0.446429,0.250000,0.053571,0.169960
0.0,per_morphology_calibrated_predictor,underwater_vehicle,gap_or_step_crossing,3,0.714286,0.571429,0.142857,0.071429,0.149257
0.0,per_morphology_calibrated_predictor,underwater_vehicle,gap_or_step_crossing,4,0.660714,0.500000,0.178571,0.125000,0.174765
0.0,per_morphology_calibrated_predictor,underwater_vehicle,gap_or_step_crossing,5,0.625000,0.589286,0.160714,0.125000,0.174215
0.0,per_morphology_calibrated_predictor,underwater_vehicle,gap_or_step_crossing,6,0.642857,0.553571,0.178571,0.196429,0.172901
0.0,per_morphology_calibrated_predictor,underwater_vehicle,precision_contact_manipulation,0,0.660714,0.410714,0.178571,0.089286,0.170434
0.0,per_morphology_calibrated_predictor,underwater_vehicle,precision_contact_manipulation,1,0.714286,0.589286,0.107143,0.142857,0.160501
0.0,per_morphology_calibrated_predictor,underwater_vehicle,precision_contact_manipulation,2,0.571429,0.553571,0.232143,0.125000,0.193083
0.0,per_morphology_calibrated_predictor,underwater_vehicle,precision_contact_manipulation,3,0.625000,0.571429,0.196429,0.178571,0.183333
0.0,per_morphology_calibrated_predictor,underwater_vehicle,precision_contact_manipulation,4,0.589286,0.517857,0.232143,0.053571,0.169336
0.0,per_morphology_calibrated_predictor,underwater_vehicle,precision_contact_manipulation,5,0.607143,0.535714,0.214286,0.142857,0.178515
0.0,per_morphology_calibrated_predictor,underwater_vehicle,precision_contact_manipulation,6,0.642857,0.589286,0.160714,0.107143,0.172663
0.0,per_morphology_calibrated_predictor,underwater_vehicle,disturbance_recovery,0,0.678571,0.517857,0.160714,0.125000,0.172437
0.0,per_morphology_calibrated_predictor,underwater_vehicle,disturbance_recovery,1,0.732143,0.535714,0.214286,0.053571,0.165888
0.0,per_morphology_calibrated_predictor,underwater_vehicle,disturbance_recovery,2,0.660714,0.589286,0.196429,0.125000,0.185447
0.0,per_morphology_calibrated_predictor,underwater_vehicle,disturbance_recovery,3,0.589286,0.589286,0.160714,0.107143,0.173495
0.0,per_morphology_calibrated_predictor,underwater_vehicle,disturbance_recovery,4,0.589286,0.535714,0.214286,0.160714,0.198818
0.0,per_morphology_calibrated_predictor,underwater_vehicle,disturbance_recovery,5,0.714286,0.535714,0.142857,0.160714,0.173850
0.0,per_morphology_calibrated_predictor,underwater_vehicle,disturbance_recovery,6,0.571429,0.517857,0.196429,0.142857,0.193715
0.0,constraint_aware_mpc,differential_drive,tight_turn_navigation,0,0.767857,0.464286,0.142857,0.000000,0.080022
0.0,constraint_aware_mpc,differential_drive,tight_turn_navigation,1,0.750000,0.428571,0.214286,0.035714,0.099039
0.0,constraint_aware_mpc,differential_drive,tight_turn_navigation,2,0.785714,0.464286,0.125000,0.035714,0.074455
0.0,constraint_aware_mpc,differential_drive,tight_turn_navigation,3,0.767857,0.321429,0.196429,0.000000,0.091868
0.0,constraint_aware_mpc,differential_drive,tight_turn_navigation,4,0.821429,0.428571,0.125000,0.035714,0.076227
0.0,constraint_aware_mpc,differential_drive,tight_turn_navigation,5,0.732143,0.303571,0.214286,0.053571,0.110790
0.0,constraint_aware_mpc,differential_drive,tight_turn_navigation,6,0.803571,0.375000,0.125000,0.000000,0.078794
0.0,constraint_aware_mpc,differential_drive,payload_transport,0,0.785714,0.500000,0.142857,0.000000,0.079279
0.0,constraint_aware_mpc,differential_drive,payload_transport,1,0.857143,0.446429,0.107143,0.000000,0.062231
0.0,constraint_aware_mpc,differential_drive,payload_transport,2,0.785714,0.464286,0.160714,0.000000,0.076852
0.0,constraint_aware_mpc,differential_drive,payload_transport,3,0.785714,0.428571,0.160714,0.035714,0.088416
0.0,constraint_aware_mpc,differential_drive,payload_transport,4,0.803571,0.535714,0.089286,0.017857,0.064236
0.0,constraint_aware_mpc,differential_drive,payload_transport,5,0.785714,0.410714,0.053571,0.017857,0.062223
0.0,constraint_aware_mpc,differential_drive,payload_transport,6,0.750000,0.339286,0.196429,0.000000,0.091507
0.0,constraint_aware_mpc,differential_drive,gap_or_step_crossing,0,0.803571,0.464286,0.142857,0.000000,0.078556
0.0,constraint_aware_mpc,differential_drive,gap_or_step_crossing,1,0.732143,0.392857,0.178571,0.035714,0.106506
0.0,constraint_aware_mpc,differential_drive,gap_or_step_crossing,2,0.732143,0.410714,0.089286,0.053571,0.095221
0.0,constraint_aware_mpc,differential_drive,gap_or_step_crossing,3,0.785714,0.267857,0.142857,0.017857,0.098131
0.0,constraint_aware_mpc,differential_drive,gap_or_step_crossing,4,0.803571,0.464286,0.089286,0.053571,0.083763
0.0,constraint_aware_mpc,differential_drive,gap_or_step_crossing,5,0.803571,0.285714,0.160714,0.053571,0.099672
0.0,constraint_aware_mpc,differential_drive,gap_or_step_crossing,6,0.767857,0.446429,0.125000,0.017857,0.085907
0.0,constraint_aware_mpc,differential_drive,precision_contact_manipulation,0,0.875000,0.357143,0.089286,0.035714,0.078001
0.0,constraint_aware_mpc,differential_drive,precision_contact_manipulation,1,0.696429,0.410714,0.214286,0.035714,0.108527
0.0,constraint_aware_mpc,differential_drive,precision_contact_manipulation,2,0.696429,0.375000,0.196429,0.017857,0.101580
0.0,constraint_aware_mpc,differential_drive,precision_contact_manipulation,3,0.750000,0.428571,0.214286,0.000000,0.101871
0.0,constraint_aware_mpc,differential_drive,precision_contact_manipulation,4,0.857143,0.500000,0.107143,0.000000,0.068459
0.0,constraint_aware_mpc,differential_drive,precision_contact_manipulation,5,0.839286,0.464286,0.107143,0.000000,0.072195
0.0,constraint_aware_mpc,differential_drive,precision_contact_manipulation,6,0.803571,0.446429,0.089286,0.000000,0.072885
0.0,constraint_aware_mpc,differential_drive,disturbance_recovery,0,0.785714,0.375000,0.160714,0.017857,0.089395
0.0,constraint_aware_mpc,differential_drive,disturbance_recovery,1,0.803571,0.410714,0.160714,0.017857,0.092244
0.0,constraint_aware_mpc,differential_drive,disturbance_recovery,2,0.750000,0.375000,0.232143,0.017857,0.105072
0.0,constraint_aware_mpc,differential_drive,disturbance_recovery,3,0.785714,0.410714,0.178571,0.000000,0.094379
0.0,constraint_aware_mpc,differential_drive,disturbance_recovery,4,0.821429,0.428571,0.142857,0.035714,0.088843
0.0,constraint_aware_mpc,differential_drive,disturbance_recovery,5,0.803571,0.553571,0.089286,0.017857,0.081533
0.0,constraint_aware_mpc,differential_drive,disturbance_recovery,6,0.785714,0.410714,0.089286,0.035714,0.091318
0.0,constraint_aware_mpc,quadruped,tight_turn_navigation,0,0.696429,0.357143,0.196429,0.035714,0.107486
0.0,constraint_aware_mpc,quadruped,tight_turn_navigation,1,0.696429,0.535714,0.178571,0.053571,0.102439
0.0,constraint_aware_mpc,quadruped,tight_turn_navigation,2,0.839286,0.392857,0.125000,0.035714,0.085069
0.0,constraint_aware_mpc,quadruped,tight_turn_navigation,3,0.767857,0.410714,0.178571,0.035714,0.095237
0.0,constraint_aware_mpc,quadruped,tight_turn_navigation,4,0.732143,0.446429,0.142857,0.053571,0.094495
0.0,constraint_aware_mpc,quadruped,tight_turn_navigation,5,0.875000,0.357143,0.089286,0.017857,0.074625
0.0,constraint_aware_mpc,quadruped,tight_turn_navigation,6,0.750000,0.392857,0.178571,0.000000,0.097329
0.0,constraint_aware_mpc,quadruped,payload_transport,0,0.821429,0.357143,0.142857,0.000000,0.082557
0.0,constraint_aware_mpc,quadruped,payload_transport,1,0.803571,0.410714,0.142857,0.017857,0.083937
0.0,constraint_aware_mpc,quadruped,payload_transport,2,0.732143,0.446429,0.196429,0.017857,0.097188
0.0,constraint_aware_mpc,quadruped,payload_transport,3,0.839286,0.535714,0.071429,0.000000,0.064350
0.0,constraint_aware_mpc,quadruped,payload_transport,4,0.732143,0.464286,0.178571,0.053571,0.095609
0.0,constraint_aware_mpc,quadruped,payload_transport,5,0.785714,0.500000,0.107143,0.053571,0.076567
0.0,constraint_aware_mpc,quadruped,payload_transport,6,0.696429,0.392857,0.160714,0.000000,0.093155
0.0,constraint_aware_mpc,quadruped,gap_or_step_crossing,0,0.803571,0.321429,0.125000,0.053571,0.098978
0.0,constraint_aware_mpc,quadruped,gap_or_step_crossing,1,0.750000,0.392857,0.178571,0.017857,0.112030
